Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
61,12,8,5,8,9,yes,no,no,shell programming,web technologies,yes,no,excellent,excellent,programming,security,job,Testing and Maintainance Services,yes,yes,Self help,salary,gentle,work,smart worker,no,Lawyer
91,12,4,1,9,8,yes,yes,yes,r programming,cloud computing,yes,no,poor,medium,cloud computing,testing,higherstudies,Service Based,yes,no,Journals,Work,gentle,work,hard worker,yes,Banker
83,12,5,1,7,6,yes,yes,no,hadoop,system designing,yes,yes,medium,medium,cloud computing,cloud computing,higherstudies,Testing and Maintainance Services,no,no,Anthology,Work,stubborn,salary,smart worker,no,Game Developer
93,7,1,1,8,9,yes,no,yes,machine learning,testing,no,yes,medium,poor,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,no,yes,Biographies,Work,gentle,salary,hard worker,yes,Game Developer
89,7,8,6,3,1,no,no,no,shell programming,testing,no,yes,medium,medium,Computer Architecture,developer,job,Cloud Services,no,yes,Biographies,Work,gentle,work,smart worker,yes,Game Developer
89,7,2,5,6,9,no,no,no,python,hacking,no,yes,medium,excellent,Computer Architecture,security,job,Cloud Services,no,no,Science fiction,salary,gentle,salary,smart worker,yes,Scientist
79,8,6,3,5,2,no,no,yes,python,hacking,no,yes,medium,excellent,Computer Architecture,cloud computing,job,Cloud Services,no,yes,Self help,salary,gentle,work,hard worker,no,Business Owner
76,8,9,1,4,5,no,yes,no,r programming,game development,yes,no,poor,poor,data engineering,cloud computing,higherstudies,Finance,yes,yes,Fantasy,Work,gentle,work,smart worker,yes,Stock Investor
75,8,9,6,5,1,no,no,yes,information security,web technologies,yes,no,medium,poor,networks,security,job,Finance,yes,yes,Childrens,salary,gentle,salary,hard worker,yes,Doctor
63,4,5,0,6,5,no,yes,yes,information security,system designing,yes,no,medium,excellent,networks,cloud computing,job,Web Services,yes,yes,Anthology,salary,stubborn,salary,smart worker,yes,Software Engineer
76,4,9,0,2,2,yes,no,no,hadoop,testing,yes,yes,medium,medium,cloud computing,cloud computing,higherstudies,Cloud Services,no,no,Health,salary,gentle,salary,smart worker,yes,Stock Investor
80,9,7,1,5,4,no,no,no,information security,web technologies,yes,yes,medium,medium,parallel computing,developer,job,product development,no,yes,Religion-Spirituality,salary,gentle,salary,smart worker,no,Business Owner
79,4,9,4,8,1,no,no,yes,app development,database security,yes,yes,medium,poor,parallel computing,developer,higherstudies,Testing and Maintainance Services,yes,yes,Childrens,salary,stubborn,work,smart worker,no,Doctor
78,10,1,0,6,1,yes,no,no,r programming,database security,yes,no,medium,poor,networks,security,job,Sales and Marketing,no,no,Childrens,salary,stubborn,salary,smart worker,no,Doctor
72,11,8,0,3,7,no,no,no,information security,data science,no,yes,poor,excellent,networks,Business process analyst,job,Service Based,no,yes,Self help,Work,gentle,work,smart worker,yes,Business Owner
85,11,7,1,7,6,no,no,yes,app development,testing,no,yes,poor,poor,Management,system developer,higherstudies,Finance,no,no,Science,salary,stubborn,work,hard worker,no,Scientist
65,7,2,4,8,7,yes,yes,no,python,hacking,yes,no,excellent,poor,networks,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,Diaries,Work,gentle,salary,hard worker,no,Software Engineer
69,5,2,5,3,3,yes,yes,no,information security,data science,yes,yes,poor,medium,parallel computing,testing,job,Service Based,no,no,Drama,Work,stubborn,work,hard worker,no,Accountant
90,7,2,6,8,8,yes,no,yes,full stack,game development,no,no,excellent,poor,Computer Architecture,developer,job,Cloud Services,no,no,Travel,salary,stubborn,work,smart worker,yes,Scientist
71,10,9,0,8,2,yes,no,no,python,system designing,no,yes,poor,medium,data engineering,security,job,Finance,no,yes,Action and Adventure,Work,gentle,salary,smart worker,no,Doctor
80,6,8,6,1,8,no,no,yes,full stack,web technologies,no,no,poor,medium,cloud computing,testing,higherstudies,BPA,yes,yes,Science,salary,stubborn,work,smart worker,yes,Business Owner
80,11,2,5,8,4,no,no,no,app development,system designing,yes,yes,excellent,medium,IOT,security,job,product development,no,yes,Self help,Work,gentle,salary,hard worker,no,Business Owner
90,10,3,1,8,3,yes,no,no,information security,hacking,yes,yes,medium,poor,cloud computing,Business process analyst,job,BPA,yes,yes,Encyclopedias,salary,stubborn,work,hard worker,yes,Banker
62,11,3,6,5,6,no,yes,no,distro making,database security,no,yes,medium,poor,parallel computing,security,job,Product based,no,no,Health,Work,gentle,salary,hard worker,no,Accountant
66,7,1,0,9,4,no,yes,yes,shell programming,system designing,yes,no,medium,excellent,cloud computing,security,job,Finance,yes,no,Satire,Work,stubborn,work,hard worker,no,Lawyer
87,8,1,6,4,8,no,no,no,r programming,web technologies,yes,yes,medium,poor,parallel computing,cloud computing,job,Web Services,no,no,Encyclopedias,Work,stubborn,salary,hard worker,no,Banker
82,5,9,1,9,3,yes,no,no,hadoop,system designing,yes,no,excellent,excellent,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Health,Work,stubborn,work,hard worker,no,Stock Investor
70,9,3,5,5,4,yes,yes,no,python,system designing,yes,yes,excellent,poor,Management,Business process analyst,higherstudies,Web Services,yes,no,Guide,Work,gentle,salary,smart worker,yes,Accountant
73,11,1,2,1,6,yes,no,yes,hadoop,data science,no,yes,poor,excellent,hacking,testing,job,BPA,no,no,Romance,Work,stubborn,work,hard worker,no,Business Owner
83,11,4,1,1,2,no,no,yes,python,system designing,yes,yes,poor,excellent,cloud computing,cloud computing,higherstudies,Web Services,no,yes,Science fiction,Work,stubborn,salary,hard worker,yes,Scientist
93,7,7,6,6,1,no,no,no,hadoop,game development,no,no,poor,medium,hacking,testing,job,Product based,no,yes,Autobiographies,Work,stubborn,salary,hard worker,no,Game Developer
73,6,6,4,9,7,yes,no,no,machine learning,web technologies,yes,no,poor,excellent,hacking,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Series,salary,stubborn,salary,smart worker,no,Business Owner
92,7,8,6,5,2,no,yes,yes,r programming,system designing,no,yes,medium,medium,hacking,cloud computing,higherstudies,SAaS services,yes,no,Biographies,salary,stubborn,salary,hard worker,yes,Game Developer
91,12,4,4,6,9,no,no,yes,hadoop,hacking,yes,no,poor,poor,cloud computing,developer,job,SAaS services,no,no,Self help,Work,stubborn,work,hard worker,yes,Scientist
76,11,8,2,2,7,yes,yes,yes,machine learning,system designing,yes,no,medium,poor,networks,system developer,higherstudies,Service Based,no,no,History,salary,stubborn,salary,smart worker,no,Stock Investor
60,6,2,1,7,7,yes,no,yes,machine learning,data science,no,yes,medium,excellent,Management,developer,higherstudies,Product based,no,no,Guide,Work,stubborn,salary,smart worker,yes,Accountant
90,6,1,1,1,2,no,no,no,app development,web technologies,no,no,medium,medium,Management,Business process analyst,higherstudies,Sales and Marketing,no,yes,Fantasy,salary,gentle,salary,smart worker,no,Banker
93,5,3,6,3,4,no,yes,yes,information security,database security,no,no,medium,excellent,cloud computing,Business process analyst,job,Cloud Services,no,yes,Health,Work,gentle,salary,smart worker,no,Banker
93,9,1,2,9,5,no,yes,yes,full stack,hacking,yes,yes,excellent,medium,Management,security,higherstudies,SAaS services,no,no,Horror,salary,stubborn,work,hard worker,yes,Banker
91,10,2,5,7,6,yes,no,yes,shell programming,hacking,no,no,excellent,excellent,networks,Business process analyst,higherstudies,BPA,no,no,Trilogy,Work,gentle,work,smart worker,no,Scientist
87,8,9,2,8,4,yes,no,yes,app development,system designing,yes,yes,poor,medium,Management,testing,job,Service Based,yes,no,Science,salary,gentle,work,hard worker,yes,Scientist
64,11,4,5,2,1,yes,no,no,distro making,data science,yes,yes,poor,poor,data engineering,testing,higherstudies,Cloud Services,no,no,Journals,salary,stubborn,salary,hard worker,no,Accountant
68,8,3,2,8,6,no,yes,no,python,database security,yes,no,poor,excellent,data engineering,security,higherstudies,Sales and Marketing,no,yes,Fantasy,salary,gentle,salary,hard worker,yes,Accountant
76,10,3,3,5,8,yes,yes,yes,machine learning,game development,yes,yes,medium,medium,programming,cloud computing,higherstudies,Cloud Services,yes,no,Childrens,Work,stubborn,work,smart worker,no,Doctor
88,11,3,3,4,3,yes,no,yes,full stack,game development,yes,no,poor,excellent,networks,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Satire,salary,gentle,work,smart worker,no,Scientist
92,5,3,5,2,3,no,yes,no,hadoop,game development,no,yes,poor,excellent,IOT,security,higherstudies,BPA,yes,yes,Mystery,salary,gentle,salary,smart worker,no,Banker
81,6,8,4,9,3,no,no,yes,shell programming,web technologies,yes,no,poor,medium,hacking,cloud computing,higherstudies,SAaS services,yes,yes,Journals,salary,stubborn,work,smart worker,no,Stock Investor
61,10,8,2,6,9,no,yes,no,full stack,cloud computing,yes,no,medium,medium,Management,security,job,Cloud Services,no,no,Trilogy,Work,stubborn,work,hard worker,no,Lawyer
69,11,1,6,9,4,no,no,yes,distro making,game development,no,no,excellent,excellent,Computer Architecture,Business process analyst,job,Product based,no,no,Drama,salary,gentle,salary,hard worker,no,Accountant
89,5,2,5,9,5,yes,yes,no,full stack,database security,no,no,excellent,poor,Management,cloud computing,higherstudies,Finance,yes,yes,Poetry,salary,gentle,work,smart worker,yes,Scientist
82,7,8,6,3,6,no,no,no,distro making,system designing,no,yes,medium,poor,data engineering,system developer,job,Cloud Services,no,no,Guide,Work,gentle,work,smart worker,no,Stock Investor
77,9,6,2,4,4,yes,no,yes,information security,data science,no,yes,excellent,poor,parallel computing,Business process analyst,job,Web Services,yes,yes,Science fiction,salary,stubborn,work,smart worker,yes,Business Owner
81,10,5,1,8,1,yes,no,yes,information security,data science,no,yes,poor,medium,Management,developer,job,Product based,no,yes,Satire,salary,gentle,work,hard worker,yes,Business Owner
90,11,4,6,8,6,yes,no,yes,distro making,hacking,yes,no,poor,poor,parallel computing,system developer,job,Service Based,no,no,Comics,Work,stubborn,salary,hard worker,no,Game Developer
82,7,9,5,8,7,no,yes,no,information security,system designing,yes,no,excellent,poor,networks,testing,job,Finance,no,yes,Self help,Work,gentle,salary,smart worker,no,Business Owner
65,10,8,3,3,2,no,yes,no,shell programming,game development,no,no,excellent,poor,Software Engineering,cloud computing,job,Sales and Marketing,no,yes,Self help,Work,stubborn,salary,smart worker,yes,Lawyer
70,4,5,6,8,1,yes,yes,no,information security,hacking,no,no,poor,excellent,data engineering,system developer,job,Testing and Maintainance Services,yes,yes,Journals,Work,stubborn,work,hard worker,no,Accountant
60,6,4,1,5,2,yes,yes,no,python,hacking,yes,no,poor,medium,cloud computing,Business process analyst,job,Web Services,yes,no,Mystery,salary,stubborn,salary,smart worker,yes,Accountant
80,5,1,5,4,1,yes,no,no,machine learning,game development,no,yes,poor,excellent,data engineering,developer,higherstudies,Finance,yes,no,Autobiographies,Work,stubborn,salary,smart worker,no,Doctor
64,5,4,2,1,8,yes,yes,no,machine learning,database security,yes,no,poor,excellent,networks,system developer,job,Product based,yes,no,Drama,salary,gentle,salary,hard worker,no,Accountant
69,10,4,2,5,4,no,no,yes,shell programming,database security,yes,yes,excellent,excellent,Management,security,higherstudies,Sales and Marketing,no,yes,Encyclopedias,Work,stubborn,work,hard worker,no,Accountant
68,6,7,0,4,2,yes,no,no,app development,data science,no,yes,excellent,excellent,hacking,cloud computing,job,Product based,yes,yes,Religion-Spirituality,Work,stubborn,salary,smart worker,no,Lawyer
94,9,6,6,5,9,no,yes,no,shell programming,game development,no,yes,medium,excellent,hacking,Business process analyst,job,Web Services,no,no,Math,Work,gentle,work,smart worker,yes,Banker
64,10,5,1,1,6,no,no,no,app development,data science,no,no,excellent,poor,IOT,testing,job,SAaS services,yes,yes,Fantasy,salary,gentle,salary,hard worker,yes,Accountant
78,8,7,0,4,1,yes,no,no,hadoop,hacking,yes,yes,excellent,excellent,Software Engineering,system developer,job,Testing and Maintainance Services,no,yes,Series,Work,stubborn,work,smart worker,yes,Business Owner
79,7,1,6,3,4,no,yes,yes,information security,data science,no,yes,poor,medium,cloud computing,testing,job,Cloud Services,no,yes,Action and Adventure,salary,gentle,work,smart worker,yes,Doctor
77,12,9,0,9,9,yes,yes,yes,distro making,system designing,yes,no,poor,excellent,hacking,testing,job,Testing and Maintainance Services,yes,no,Religion-Spirituality,Work,stubborn,salary,smart worker,yes,Business Owner
72,9,9,3,7,7,yes,no,no,shell programming,hacking,yes,no,medium,poor,Software Engineering,developer,higherstudies,Product based,no,no,Action and Adventure,salary,gentle,salary,smart worker,yes,Doctor
74,9,7,5,5,4,no,yes,yes,python,cloud computing,yes,yes,excellent,medium,IOT,Business process analyst,higherstudies,BPA,yes,yes,Journals,Work,stubborn,work,smart worker,no,Stock Investor
88,12,7,6,3,3,yes,yes,no,machine learning,data science,no,yes,medium,poor,programming,developer,higherstudies,Finance,yes,yes,Series,salary,stubborn,work,hard worker,no,Scientist
84,5,2,3,5,3,yes,no,yes,distro making,data science,yes,no,poor,poor,programming,security,job,SAaS services,no,no,Childrens,salary,gentle,salary,hard worker,no,Game Developer
79,5,6,2,1,1,no,yes,no,full stack,testing,no,yes,excellent,medium,hacking,cloud computing,job,Web Services,no,yes,Self help,salary,stubborn,work,hard worker,no,Business Owner
68,12,9,6,8,4,no,no,yes,machine learning,system designing,yes,no,poor,poor,hacking,cloud computing,higherstudies,Finance,yes,no,Art,Work,gentle,work,hard worker,yes,Software Engineer
94,5,1,5,2,2,no,no,no,shell programming,web technologies,no,yes,poor,medium,cloud computing,security,higherstudies,Finance,yes,yes,Art,salary,stubborn,salary,hard worker,yes,Game Developer
70,5,1,0,9,6,no,yes,yes,information security,web technologies,no,no,excellent,poor,data engineering,system developer,higherstudies,Finance,yes,yes,Health,salary,gentle,salary,hard worker,no,Accountant
70,7,1,5,4,6,yes,no,no,information security,testing,yes,no,poor,medium,Management,security,higherstudies,Finance,no,no,Poetry,Work,stubborn,work,smart worker,yes,Accountant
91,11,4,0,2,1,yes,no,no,shell programming,testing,yes,no,excellent,poor,parallel computing,security,higherstudies,Cloud Services,no,no,Guide,salary,gentle,work,hard worker,no,Banker
64,8,9,2,6,3,no,yes,yes,machine learning,hacking,yes,no,medium,excellent,Computer Architecture,Business process analyst,job,Web Services,yes,yes,Action and Adventure,salary,stubborn,salary,hard worker,no,Software Engineer
76,9,3,4,8,6,yes,yes,yes,hadoop,web technologies,yes,yes,medium,excellent,programming,testing,higherstudies,Sales and Marketing,yes,no,Poetry,Work,stubborn,salary,hard worker,yes,Business Owner
85,12,2,3,4,5,yes,no,no,shell programming,data science,yes,yes,excellent,medium,hacking,Business process analyst,job,Service Based,no,yes,Guide,Work,stubborn,work,smart worker,yes,Banker
94,11,6,6,6,9,yes,no,no,machine learning,hacking,yes,yes,poor,excellent,Software Engineering,developer,job,Testing and Maintainance Services,no,yes,Series,Work,gentle,salary,hard worker,no,Scientist
89,7,2,6,6,8,no,yes,no,app development,database security,no,yes,medium,excellent,Computer Architecture,testing,higherstudies,Web Services,no,yes,Romance,salary,gentle,salary,smart worker,yes,Scientist
71,10,8,1,6,5,no,yes,no,hadoop,database security,no,no,medium,poor,Management,testing,higherstudies,SAaS services,yes,no,Childrens,Work,gentle,work,smart worker,yes,Doctor
93,4,3,6,3,2,no,yes,yes,python,cloud computing,yes,yes,medium,excellent,networks,system developer,job,BPA,yes,yes,Travel,Work,stubborn,work,smart worker,yes,Scientist
75,10,3,5,9,2,yes,no,yes,hadoop,cloud computing,yes,no,excellent,excellent,hacking,testing,higherstudies,Product based,no,no,Travel,Work,stubborn,salary,hard worker,yes,Business Owner
76,7,5,5,4,2,no,no,no,machine learning,system designing,no,no,poor,medium,Computer Architecture,system developer,job,Cloud Services,no,no,Religion-Spirituality,salary,gentle,work,smart worker,no,Business Owner
60,10,1,3,2,3,yes,no,no,shell programming,database security,no,no,poor,excellent,Management,security,job,Sales and Marketing,yes,no,Trilogy,salary,stubborn,work,smart worker,no,Lawyer
79,12,6,6,5,2,yes,yes,no,shell programming,database security,no,no,poor,medium,Computer Architecture,Business process analyst,job,Product based,no,no,Poetry,Work,stubborn,work,hard worker,yes,Stock Investor
68,12,9,6,3,3,no,yes,yes,r programming,database security,no,yes,poor,medium,cloud computing,testing,job,Sales and Marketing,no,no,Horror,Work,stubborn,work,smart worker,yes,Accountant
65,8,7,1,6,1,yes,no,yes,machine learning,testing,yes,yes,excellent,poor,cloud computing,system developer,job,BPA,yes,no,Health,Work,gentle,work,hard worker,no,Accountant
62,8,6,5,4,5,yes,no,yes,shell programming,testing,yes,yes,poor,poor,data engineering,security,job,BPA,no,no,Childrens,salary,gentle,salary,smart worker,yes,Software Engineer
63,9,3,5,4,8,no,no,no,hadoop,web technologies,yes,yes,poor,medium,Computer Architecture,Business process analyst,job,Web Services,no,yes,Satire,Work,gentle,work,hard worker,yes,Lawyer
70,7,7,0,1,2,yes,yes,yes,machine learning,system designing,yes,yes,poor,poor,hacking,developer,job,Sales and Marketing,yes,no,Health,Work,gentle,salary,smart worker,no,Accountant
61,8,7,4,4,1,yes,no,yes,distro making,database security,yes,yes,poor,poor,Software Engineering,Business process analyst,higherstudies,Service Based,no,yes,Series,Work,gentle,work,smart worker,yes,Lawyer
66,12,3,1,9,2,no,yes,no,distro making,testing,yes,yes,medium,excellent,IOT,security,higherstudies,Testing and Maintainance Services,yes,no,Comics,Work,gentle,salary,smart worker,yes,Software Engineer
92,8,6,6,2,6,yes,no,yes,shell programming,game development,no,no,medium,medium,parallel computing,Business process analyst,higherstudies,Finance,no,yes,Romance,salary,gentle,salary,smart worker,no,Scientist
68,8,1,1,8,1,yes,yes,no,distro making,web technologies,yes,yes,excellent,poor,networks,system developer,higherstudies,Web Services,no,no,Dictionaries,salary,gentle,salary,smart worker,no,Software Engineer
66,6,1,2,6,6,yes,yes,no,distro making,game development,yes,no,poor,medium,programming,security,higherstudies,Product based,yes,yes,Travel,salary,stubborn,work,smart worker,no,Lawyer
69,5,3,0,2,9,yes,no,yes,machine learning,hacking,yes,no,poor,medium,hacking,cloud computing,job,SAaS services,yes,yes,Comics,salary,gentle,work,smart worker,yes,Software Engineer
62,4,1,1,7,7,no,yes,no,full stack,cloud computing,no,no,poor,excellent,programming,security,higherstudies,Finance,no,yes,Horror,salary,gentle,salary,hard worker,yes,Accountant
94,9,2,5,1,5,no,yes,yes,app development,data science,no,yes,poor,excellent,hacking,Business process analyst,job,Service Based,no,no,Guide,Work,gentle,work,smart worker,no,Banker
79,12,6,6,6,4,yes,no,yes,r programming,web technologies,no,no,excellent,excellent,Management,Business process analyst,job,product development,yes,no,Action and Adventure,salary,stubborn,salary,hard worker,yes,Doctor
67,6,7,6,8,3,no,yes,yes,information security,game development,yes,yes,poor,excellent,Computer Architecture,testing,higherstudies,Sales and Marketing,yes,yes,Dictionaries,salary,gentle,salary,hard worker,yes,Software Engineer
63,4,6,4,4,8,yes,yes,yes,distro making,system designing,no,yes,poor,poor,parallel computing,security,job,Sales and Marketing,yes,no,Series,salary,gentle,salary,smart worker,no,Lawyer
63,10,6,4,8,2,no,yes,no,r programming,system designing,yes,yes,medium,medium,programming,developer,job,Product based,no,no,Health,Work,gentle,salary,smart worker,no,Accountant
76,8,3,0,9,6,yes,no,yes,app development,system designing,no,yes,excellent,excellent,Computer Architecture,system developer,job,Product based,no,yes,Guide,salary,stubborn,work,smart worker,yes,Stock Investor
81,10,2,2,2,3,yes,yes,yes,information security,data science,no,yes,poor,poor,IOT,security,higherstudies,Finance,yes,no,Cookbooks,Work,stubborn,work,hard worker,no,Doctor
69,12,9,6,8,7,yes,no,yes,information security,hacking,no,yes,excellent,medium,parallel computing,Business process analyst,higherstudies,Finance,yes,no,Romance,Work,stubborn,work,smart worker,yes,Lawyer
80,6,3,6,6,7,no,no,no,information security,web technologies,yes,no,excellent,poor,cloud computing,testing,job,product development,yes,yes,Journals,salary,stubborn,salary,hard worker,yes,Stock Investor
80,7,3,4,2,4,yes,no,no,shell programming,cloud computing,no,no,poor,medium,networks,Business process analyst,higherstudies,Web Services,yes,yes,Religion-Spirituality,salary,stubborn,work,hard worker,yes,Business Owner
88,12,1,6,5,2,yes,yes,no,information security,system designing,no,no,poor,poor,cloud computing,Business process analyst,higherstudies,SAaS services,no,no,Childrens,salary,gentle,work,smart worker,no,Game Developer
61,10,8,5,4,3,yes,no,no,app development,game development,yes,no,poor,medium,hacking,Business process analyst,higherstudies,Product based,no,yes,Satire,Work,gentle,salary,smart worker,yes,Lawyer
86,8,1,0,2,2,no,yes,no,distro making,hacking,yes,yes,excellent,excellent,Software Engineering,developer,higherstudies,Service Based,yes,yes,Diaries,salary,stubborn,work,smart worker,no,Game Developer
94,7,6,3,3,2,no,yes,yes,app development,web technologies,no,no,excellent,excellent,IOT,developer,job,SAaS services,no,no,Diaries,Work,gentle,salary,smart worker,no,Game Developer
80,7,5,2,7,7,no,no,yes,distro making,system designing,no,no,medium,excellent,data engineering,testing,higherstudies,Product based,yes,no,Science fiction,salary,gentle,work,hard worker,no,Business Owner
87,5,2,6,3,7,yes,no,no,r programming,system designing,no,no,poor,medium,parallel computing,developer,job,Service Based,yes,no,Guide,salary,gentle,work,hard worker,yes,Banker
91,8,2,3,5,1,no,no,no,app development,system designing,yes,yes,poor,poor,programming,system developer,higherstudies,Product based,no,no,Mystery,Work,gentle,salary,smart worker,no,Banker
86,7,8,5,6,9,no,yes,no,python,hacking,yes,no,medium,excellent,Management,cloud computing,job,Cloud Services,no,yes,Guide,Work,gentle,work,hard worker,no,Banker
75,4,5,6,2,9,no,yes,no,r programming,data science,yes,no,excellent,excellent,Computer Architecture,system developer,higherstudies,Product based,yes,yes,Mystery,salary,gentle,salary,hard worker,no,Stock Investor
74,12,4,3,3,2,yes,no,yes,hadoop,database security,yes,no,medium,medium,programming,security,higherstudies,Web Services,no,no,Self help,salary,gentle,salary,hard worker,no,Business Owner
70,5,9,4,2,8,yes,no,yes,r programming,game development,yes,no,poor,poor,Computer Architecture,security,job,Finance,no,yes,Childrens,salary,gentle,salary,hard worker,yes,Software Engineer
64,8,6,1,7,1,no,no,no,information security,hacking,yes,no,excellent,poor,hacking,security,higherstudies,Product based,no,no,Childrens,Work,gentle,work,hard worker,yes,Software Engineer
74,6,1,1,2,4,no,yes,no,shell programming,database security,no,no,poor,medium,programming,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Biographies,Work,gentle,work,hard worker,no,Doctor
85,8,8,3,3,8,no,no,no,hadoop,web technologies,yes,no,poor,medium,data engineering,security,job,BPA,yes,no,Science,salary,gentle,work,smart worker,yes,Scientist
63,7,3,4,2,3,yes,no,yes,r programming,system designing,yes,yes,excellent,poor,data engineering,system developer,job,product development,yes,no,Mystery,Work,stubborn,salary,smart worker,yes,Accountant
75,12,5,3,5,7,no,no,no,full stack,data science,yes,no,poor,poor,hacking,system developer,higherstudies,Finance,yes,yes,Science fiction,salary,stubborn,work,smart worker,no,Business Owner
88,4,3,6,3,1,no,yes,no,shell programming,game development,no,no,medium,poor,programming,Business process analyst,job,Cloud Services,yes,yes,Travel,Work,gentle,work,smart worker,no,Scientist
78,10,7,0,1,7,yes,yes,yes,r programming,cloud computing,no,yes,poor,poor,networks,system developer,job,Cloud Services,no,yes,Comics,salary,gentle,salary,hard worker,no,Doctor
71,12,5,3,8,9,no,yes,yes,distro making,data science,no,yes,medium,medium,IOT,system developer,job,Testing and Maintainance Services,yes,no,Comics,salary,gentle,salary,hard worker,no,Doctor
75,8,1,5,7,5,yes,no,no,distro making,data science,yes,yes,medium,medium,programming,security,higherstudies,product development,yes,yes,Mystery,salary,gentle,work,smart worker,no,Stock Investor
65,8,1,5,5,6,yes,yes,yes,information security,testing,yes,no,poor,excellent,Management,developer,higherstudies,BPA,yes,yes,Diaries,Work,stubborn,salary,hard worker,yes,Software Engineer
78,9,4,0,7,6,no,no,yes,hadoop,web technologies,yes,no,poor,medium,hacking,security,higherstudies,Cloud Services,no,yes,Trilogy,salary,stubborn,salary,hard worker,no,Business Owner
60,5,8,6,6,1,yes,no,no,app development,system designing,yes,yes,medium,poor,IOT,cloud computing,higherstudies,Cloud Services,yes,no,Mystery,Work,gentle,work,smart worker,yes,Accountant
73,9,8,4,4,1,no,no,no,python,cloud computing,yes,no,excellent,medium,Software Engineering,security,higherstudies,Testing and Maintainance Services,no,yes,Horror,salary,stubborn,work,hard worker,yes,Stock Investor
67,4,3,1,8,6,no,yes,no,distro making,web technologies,yes,yes,excellent,poor,programming,testing,job,Web Services,no,no,Autobiographies,Work,stubborn,salary,hard worker,no,Software Engineer
71,4,7,1,9,9,yes,yes,no,r programming,cloud computing,yes,yes,poor,excellent,Management,system developer,job,Web Services,no,no,Journals,Work,gentle,salary,smart worker,no,Accountant
93,7,7,2,7,6,no,yes,no,distro making,database security,yes,yes,poor,poor,Software Engineering,system developer,higherstudies,Cloud Services,yes,no,Action and Adventure,salary,stubborn,work,smart worker,yes,Game Developer
61,10,2,3,7,6,yes,yes,no,app development,system designing,no,no,excellent,excellent,Software Engineering,developer,job,Sales and Marketing,no,no,Travel,Work,gentle,salary,hard worker,yes,Lawyer
86,7,5,3,5,9,no,no,no,machine learning,testing,no,no,poor,excellent,programming,system developer,job,Sales and Marketing,no,yes,Fantasy,salary,gentle,salary,smart worker,yes,Banker
71,11,3,1,3,1,no,yes,no,full stack,web technologies,no,no,poor,poor,data engineering,developer,higherstudies,Web Services,no,no,Biographies,Work,gentle,salary,hard worker,no,Doctor
79,5,6,3,4,2,yes,yes,no,app development,game development,no,no,excellent,medium,Software Engineering,system developer,job,Cloud Services,no,no,Anthology,salary,stubborn,salary,hard worker,no,Doctor
67,9,4,6,6,3,no,no,no,r programming,system designing,no,yes,poor,medium,IOT,Business process analyst,higherstudies,SAaS services,yes,no,Satire,Work,gentle,salary,hard worker,yes,Lawyer
85,6,9,5,4,8,yes,yes,no,distro making,web technologies,yes,yes,medium,medium,programming,Business process analyst,higherstudies,product development,yes,yes,Cookbooks,Work,stubborn,salary,hard worker,yes,Game Developer
75,6,1,1,7,9,yes,no,no,app development,game development,no,no,poor,excellent,IOT,testing,higherstudies,Sales and Marketing,no,no,Guide,Work,gentle,work,smart worker,no,Stock Investor
81,6,2,5,3,5,no,no,no,r programming,database security,no,no,poor,excellent,cloud computing,Business process analyst,job,SAaS services,yes,no,Comics,Work,stubborn,work,hard worker,yes,Doctor
88,12,1,0,6,1,no,no,no,full stack,cloud computing,yes,no,excellent,excellent,Computer Architecture,Business process analyst,higherstudies,Cloud Services,yes,no,Drama,Work,stubborn,work,hard worker,yes,Banker
70,11,9,3,2,3,no,yes,yes,app development,web technologies,yes,no,medium,excellent,data engineering,developer,higherstudies,Sales and Marketing,yes,no,Series,salary,gentle,salary,smart worker,yes,Lawyer
62,4,7,2,7,5,no,yes,yes,r programming,testing,yes,no,excellent,medium,hacking,testing,higherstudies,Testing and Maintainance Services,yes,yes,Drama,Work,gentle,work,hard worker,no,Accountant
63,5,2,4,8,9,no,no,no,distro making,game development,yes,no,medium,excellent,Management,Business process analyst,job,BPA,no,yes,Guide,Work,stubborn,salary,hard worker,no,Accountant
70,5,4,6,8,1,no,no,no,app development,system designing,no,yes,excellent,excellent,parallel computing,system developer,job,SAaS services,no,no,Autobiographies,salary,gentle,salary,smart worker,yes,Software Engineer
76,5,1,6,1,8,yes,yes,yes,shell programming,hacking,no,yes,excellent,excellent,networks,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Mystery,Work,gentle,salary,smart worker,yes,Stock Investor
