SL NO,GENDER,HIN,ENG,MATH,GEO,HIST,SCIENCE,BIO,HOBBY,INTEREST,SPORTS,ACHIEVEMENTS,LANGUAGE,AVG,STREAM
51878,Female,81,47,47,95,40,75,74,Reading,Photography,Cricket,Science fair winner,Hindi,65.57142857142857,Science
83817,Female,61,72,59,91,67,97,65,Photography,Music,Football,Athletics competition winner,Hindi,73.14285714285714,Science
92398,Female,96,77,42,71,90,81,72,Travelling,Photography,Football,Math Olympiad winner,Hindi,75.57142857142857,Science
23927,Male,73,48,60,57,71,99,52,Reading,Music,Volleyball,Math Olympiad winner,English,65.71428571428571,Science
6590,Male,70,100,53,58,84,78,41,Gardening,Cooking,Cricket,Athletics competition winner,English,69.14285714285714,Science
53877,Female,74,69,58,53,59,98,42,Cooking,Cooking,Football,Chess competition winner,Hindi,64.71428571428571,Science
88718,Male,53,55,90,51,98,93,55,Reading,Science,Tennis,Art competition winner,Hindi,70.71428571428571,Science
67191,Male,61,92,59,77,43,95,86,Drawing,History,Table Tennis,Music competition winner,English,73.28571428571429,Science
58958,Male,49,70,94,90,96,94,64,Cooking,Art,Cricket,Athletics competition winner,English,79.57142857142857,Science
95606,Female,56,50,72,79,50,83,92,Travelling,Dance,Swimming,Dance competition winner,English,68.85714285714286,Science
57001,Female,75,43,91,51,51,63,64,Cooking,Cooking,Swimming,Art competition winner,English,62.57142857142857,Science
80330,Male,46,91,64,69,100,79,64,Travelling,History,Athletics,Math Olympiad winner,English,73.28571428571429,Science
3398,Male,62,53,94,97,89,45,81,Music,Cooking,Table Tennis,Debate competition winner,Hindi,74.42857142857143,Science
54079,Male,66,69,66,47,48,53,61,Music,Science,Volleyball,Science fair winner,English,58.57142857142857,Science
88071,Female,98,99,93,45,84,65,77,Photography,Music,Tennis,Music competition winner,English,80.14285714285714,Science
47287,Female,65,42,66,62,68,76,62,Travelling,Programming,Football,Debate competition winner,English,63.0,Science
36461,Female,87,86,42,50,84,79,54,Cooking,Programming,Volleyball,Music competition winner,English,68.85714285714286,Science
30300,Male,97,51,42,75,72,42,70,Music,Science,Tennis,Chess competition winner,English,64.14285714285714,Science
65456,Male,48,68,51,50,65,79,54,Travelling,Music,Swimming,Math Olympiad winner,English,59.285714285714285,Science
89468,Male,70,40,74,100,84,95,44,Cooking,Music,Volleyball,Dance competition winner,English,72.42857142857143,Science
17541,Female,58,94,59,78,60,59,77,Drawing,Dance,Table Tennis,Art competition winner,English,69.28571428571429,Science
18070,Female,65,93,94,55,53,75,84,Drawing,History,Table Tennis,Chess competition winner,English,74.14285714285714,Science
15430,Female,82,46,55,53,63,42,76,Photography,Music,Volleyball,Math Olympiad winner,English,59.57142857142857,Science
90131,Female,59,59,77,60,63,73,60,Cooking,Cooking,Table Tennis,Art competition winner,English,64.42857142857143,Science
43905,Female,76,77,64,49,80,66,78,Gardening,Cooking,Tennis,Math Olympiad winner,Hindi,70.0,Science
23389,Female,69,88,45,50,65,80,73,Gardening,Programming,Volleyball,Math Olympiad winner,Hindi,67.14285714285714,Science
86271,Female,77,77,49,95,82,76,84,Drawing,Cooking,Tennis,Science fair winner,Hindi,77.14285714285714,Science
60307,Male,74,60,88,56,59,72,75,Music,Dance,Cricket,Dance competition winner,English,69.14285714285714,Science
66022,Male,53,67,76,58,45,44,85,Gardening,Photography,Volleyball,Science fair winner,Hindi,61.142857142857146,Science
78732,Male,89,79,77,94,49,98,82,Photography,History,Cricket,Music competition winner,English,81.14285714285714,Science
27313,Female,98,67,71,44,40,99,68,Music,Cooking,Volleyball,Debate competition winner,Hindi,69.57142857142857,Science
3865,Male,67,51,88,88,57,83,51,Music,Dance,Basketball,Debate competition winner,English,69.28571428571429,Science
66920,Female,61,78,98,59,81,65,94,Photography,Dance,Tennis,Science fair winner,English,76.57142857142857,Science
87654,Female,54,62,46,91,91,93,61,Drawing,Music,Tennis,Science fair winner,English,71.14285714285714,Science
35728,Female,40,43,100,94,44,78,40,Music,Photography,Football,Music competition winner,English,62.714285714285715,Science
38498,Male,87,57,62,52,66,56,89,Travelling,History,Volleyball,Chess competition winner,English,67.0,Science
35992,Male,62,95,85,91,78,69,96,Photography,History,Basketball,Dance competition winner,English,82.28571428571429,Science
77064,Female,89,52,68,47,65,89,72,Travelling,History,Tennis,Debate competition winner,Hindi,68.85714285714286,Science
48446,Male,82,57,64,77,87,93,46,Photography,Programming,Cricket,Athletics competition winner,Hindi,72.28571428571429,Science
6192,Female,57,45,86,66,54,74,88,Music,History,Table Tennis,Music competition winner,Hindi,67.14285714285714,Science
94217,Male,63,53,82,58,56,91,99,Photography,Programming,Table Tennis,Debate competition winner,English,71.71428571428571,Science
6824,Male,91,96,72,83,58,94,75,Music,Art,Swimming,Dance competition winner,Hindi,81.28571428571429,Science
98314,Female,54,77,88,46,90,72,53,Travelling,Science,Swimming,Chess competition winner,English,68.57142857142857,Science
49277,Male,44,46,42,87,72,48,88,Drawing,Programming,Volleyball,Art competition winner,Hindi,61.0,Science
91092,Male,53,94,96,48,83,48,69,Gardening,History,Volleyball,Math Olympiad winner,Hindi,70.14285714285714,Science
19173,Female,49,100,80,59,59,44,70,Gardening,Cooking,Volleyball,Art competition winner,English,65.85714285714286,Science
10422,Male,40,50,92,51,60,42,81,Music,Dance,Athletics,Art competition winner,English,59.42857142857143,Science
88780,Male,79,98,93,92,61,64,70,Reading,Cooking,Cricket,Music competition winner,English,79.57142857142857,Science
39956,Female,56,84,43,72,86,70,75,Cooking,Programming,Cricket,Dance competition winner,English,69.42857142857143,Science
89377,Female,97,91,50,81,80,43,83,Drawing,Dance,Cricket,Art competition winner,Hindi,75.0,Science
70549,Female,100,64,80,64,51,80,52,Cooking,Art,Cricket,Debate competition winner,English,70.14285714285714,Science
3285,Female,56,71,45,85,69,80,73,Drawing,Cooking,Tennis,Science fair winner,English,68.42857142857143,Science
41476,Female,57,66,61,81,46,90,86,Travelling,Photography,Basketball,Music competition winner,English,69.57142857142857,Science
28877,Male,67,84,74,62,88,92,86,Reading,Science,Athletics,Debate competition winner,English,79.0,Science
46127,Male,94,86,76,88,89,85,45,Cooking,Photography,Basketball,Music competition winner,English,80.42857142857143,Science
38623,Female,86,60,41,73,60,88,90,Music,Programming,Football,Chess competition winner,Hindi,71.14285714285714,Science
61937,Male,98,88,51,66,51,91,72,Music,Music,Football,Math Olympiad winner,Hindi,73.85714285714286,Science
88680,Male,74,96,52,92,76,91,63,Gardening,Science,Swimming,Science fair winner,English,77.71428571428571,Science
83745,Male,96,48,50,80,48,50,78,Drawing,Music,Swimming,Art competition winner,Hindi,64.28571428571429,Science
46161,Female,60,42,66,55,92,58,99,Reading,Dance,Football,Math Olympiad winner,Hindi,67.42857142857143,Science
34826,Female,53,88,94,81,73,79,68,Gardening,Dance,Table Tennis,Chess competition winner,Hindi,76.57142857142857,Science
456,Female,75,76,96,42,43,55,67,Music,Dance,Athletics,Math Olympiad winner,Hindi,64.85714285714286,Science
10177,Female,78,76,98,61,100,41,82,Photography,Music,Athletics,Athletics competition winner,English,76.57142857142857,Science
13730,Female,85,55,83,50,100,62,85,Gardening,Dance,Swimming,Art competition winner,Hindi,74.28571428571429,Science
70055,Female,51,99,52,64,47,82,87,Gardening,Programming,Volleyball,Science fair winner,English,68.85714285714286,Science
29766,Female,64,71,58,40,47,100,57,Photography,History,Tennis,Athletics competition winner,Hindi,62.42857142857143,Science
12643,Female,90,96,74,40,76,52,94,Photography,Art,Tennis,Math Olympiad winner,Hindi,74.57142857142857,Science
27883,Male,84,61,71,49,70,80,54,Cooking,Dance,Volleyball,Science fair winner,English,67.0,Science
30671,Female,61,45,74,40,72,82,40,Reading,History,Swimming,Music competition winner,English,59.142857142857146,Science
23582,Male,100,57,52,76,55,95,76,Travelling,Music,Athletics,Art competition winner,Hindi,73.0,Science
41491,Male,46,86,88,62,68,70,70,Photography,Art,Athletics,Debate competition winner,Hindi,70.0,Science
90809,Male,82,80,77,67,86,97,96,Reading,Science,Swimming,Math Olympiad winner,Hindi,83.57142857142857,Science
23339,Female,80,57,61,91,65,58,81,Travelling,History,Volleyball,Science fair winner,English,70.42857142857143,Science
56760,Male,86,61,69,89,65,83,94,Gardening,Programming,Tennis,Debate competition winner,English,78.14285714285714,Science
53039,Female,98,88,82,58,73,45,85,Music,Art,Cricket,Dance competition winner,Hindi,75.57142857142857,Science
58520,Female,59,64,44,79,67,59,79,Drawing,Science,Athletics,Debate competition winner,English,64.42857142857143,Science
97288,Male,51,59,65,83,94,49,90,Music,Dance,Football,Music competition winner,English,70.14285714285714,Science
68421,Female,59,52,47,90,44,70,44,Cooking,Science,Football,Math Olympiad winner,Hindi,58.0,Science
68892,Female,89,82,40,44,78,75,85,Photography,Programming,Athletics,Dance competition winner,Hindi,70.42857142857143,Science
72342,Male,42,60,63,45,82,80,51,Cooking,Music,Volleyball,Chess competition winner,Hindi,60.42857142857143,Science
51032,Male,48,97,67,97,100,54,89,Drawing,History,Basketball,Music competition winner,English,78.85714285714286,Science
62935,Male,88,87,59,42,74,42,89,Reading,Music,Swimming,Music competition winner,Hindi,68.71428571428571,Science
28505,Male,55,53,73,59,99,49,77,Cooking,Art,Basketball,Athletics competition winner,Hindi,66.42857142857143,Science
93456,Female,68,59,63,42,53,96,89,Gardening,Photography,Tennis,Debate competition winner,Hindi,67.14285714285714,Science
94895,Female,78,55,83,49,79,88,81,Photography,Programming,Volleyball,Art competition winner,Hindi,73.28571428571429,Science
99639,Female,40,40,86,95,97,53,95,Cooking,Photography,Athletics,Science fair winner,English,72.28571428571429,Science
34646,Male,49,69,84,88,92,98,48,Reading,Programming,Table Tennis,Dance competition winner,English,75.42857142857143,Science
59471,Female,93,40,68,59,58,99,40,Reading,Dance,Basketball,Science fair winner,Hindi,65.28571428571429,Science
51515,Male,72,87,44,66,97,72,75,Drawing,Programming,Football,Dance competition winner,English,73.28571428571429,Science
58508,Male,88,96,77,48,55,67,42,Photography,Art,Athletics,Athletics competition winner,English,67.57142857142857,Science
61767,Female,47,46,65,94,40,46,71,Reading,Science,Cricket,Math Olympiad winner,English,58.42857142857143,Science
66864,Male,44,70,87,70,76,93,86,Music,Programming,Athletics,Music competition winner,Hindi,75.14285714285714,Science
52339,Male,98,48,79,71,51,48,79,Photography,Programming,Volleyball,Art competition winner,Hindi,67.71428571428571,Science
74525,Female,97,64,90,85,90,81,65,Music,History,Athletics,Chess competition winner,English,81.71428571428571,Science
12059,Female,71,64,77,81,65,82,43,Photography,Science,Football,Athletics competition winner,English,69.0,Science
10136,Male,100,95,97,58,54,69,48,Reading,Cooking,Tennis,Debate competition winner,English,74.42857142857143,Science
71273,Male,86,52,58,54,69,70,94,Cooking,Cooking,Table Tennis,Science fair winner,Hindi,69.0,Science
733,Male,78,72,99,91,64,84,54,Cooking,Music,Table Tennis,Art competition winner,English,77.42857142857143,Science
42797,Male,40,52,54,89,89,71,90,Cooking,Dance,Volleyball,Athletics competition winner,Hindi,69.28571428571429,Science
41029,Female,47,74,92,48,99,51,72,Gardening,Photography,Basketball,Science fair winner,English,69.0,Science
29147,Female,67,85,76,74,43,98,45,Photography,Dance,Athletics,Dance competition winner,English,69.71428571428571,Science
43058,Male,88,78,46,93,65,85,40,Drawing,Science,Basketball,Dance competition winner,Hindi,70.71428571428571,Science
49005,Male,81,99,85,85,59,86,65,Cooking,Music,Table Tennis,Music competition winner,Hindi,80.0,Science
22705,Male,91,73,87,73,67,43,71,Drawing,Dance,Table Tennis,Chess competition winner,English,72.14285714285714,Science
32403,Male,49,94,90,47,72,69,87,Music,Music,Tennis,Debate competition winner,English,72.57142857142857,Science
39778,Male,97,91,86,79,76,87,77,Reading,Photography,Table Tennis,Art competition winner,English,84.71428571428571,Science
40198,Female,44,83,50,93,45,75,79,Travelling,Dance,Swimming,Art competition winner,English,67.0,Science
44885,Male,78,57,93,98,61,43,91,Photography,Dance,Swimming,Music competition winner,English,74.42857142857143,Science
5217,Male,43,44,100,82,99,49,85,Music,History,Football,Athletics competition winner,English,71.71428571428571,Science
69922,Male,75,50,53,85,43,49,83,Gardening,Music,Football,Dance competition winner,English,62.57142857142857,Science
57724,Female,64,71,95,72,64,77,41,Music,Music,Basketball,Dance competition winner,English,69.14285714285714,Science
69155,Male,97,46,94,82,71,88,54,Music,Science,Basketball,Athletics competition winner,Hindi,76.0,Science
79225,Male,58,49,64,60,80,93,92,Gardening,Music,Volleyball,Science fair winner,English,70.85714285714286,Science
3813,Male,50,59,82,93,43,88,71,Travelling,Dance,Table Tennis,Debate competition winner,English,69.42857142857143,Science
79440,Female,69,44,89,98,62,69,40,Travelling,Music,Football,Math Olympiad winner,English,67.28571428571429,Science
63609,Female,64,91,98,46,62,97,40,Music,Photography,Athletics,Chess competition winner,Hindi,71.14285714285714,Science
73001,Female,91,83,83,100,74,41,94,Travelling,Programming,Volleyball,Athletics competition winner,Hindi,80.85714285714286,Science
84317,Male,71,91,84,46,86,93,70,Drawing,History,Basketball,Dance competition winner,Hindi,77.28571428571429,Science
19974,Female,56,67,63,50,59,96,43,Reading,Science,Tennis,Athletics competition winner,English,62.0,Science
37476,Male,79,82,93,79,61,68,76,Cooking,Science,Basketball,Art competition winner,Hindi,76.85714285714286,Science
52807,Male,92,77,50,41,65,86,75,Reading,History,Basketball,Music competition winner,Hindi,69.42857142857143,Science
64500,Female,84,81,88,54,83,52,63,Cooking,Science,Table Tennis,Chess competition winner,Hindi,72.14285714285714,Science
47748,Female,61,45,48,75,86,82,62,Cooking,Programming,Cricket,Art competition winner,English,65.57142857142857,Science
84692,Male,96,77,74,47,92,60,62,Photography,Science,Football,Music competition winner,Hindi,72.57142857142857,Science
55001,Male,65,42,45,58,49,90,52,Travelling,Art,Swimming,Math Olympiad winner,Hindi,57.285714285714285,Science
429,Female,95,79,74,93,69,60,97,Travelling,Science,Table Tennis,Debate competition winner,English,81.0,Science
86781,Male,84,41,81,65,63,82,85,Sports,Science,Tennis,Science fair winner,English,71.57142857142857,Science
94069,Female,46,92,91,44,92,99,67,Travelling,Programming,Volleyball,Music competition winner,English,75.85714285714286,Science
9277,Male,80,43,78,75,64,98,95,Gardening,Cooking,Basketball,Music competition winner,English,76.14285714285714,Science
36536,Male,90,95,60,57,57,72,78,Travelling,Cooking,Basketball,Art competition winner,Hindi,72.71428571428571,Science
75313,Male,55,92,100,60,43,64,98,Reading,History,Cricket,Dance competition winner,English,73.14285714285714,Science
49169,Female,79,92,74,84,77,86,92,Cooking,Music,Athletics,Math Olympiad winner,Hindi,83.42857142857143,Science
41282,Female,61,96,77,49,92,85,93,Sports,Cooking,Volleyball,Athletics competition winner,Hindi,79.0,Science
87413,Female,94,58,49,90,47,66,94,Music,Cooking,Cricket,Chess competition winner,English,71.14285714285714,Science
89855,Female,45,47,61,40,66,84,82,Gardening,Programming,Cricket,Art competition winner,Hindi,60.714285714285715,Science
30881,Male,88,74,45,45,46,54,92,Reading,Art,Table Tennis,Art competition winner,English,63.42857142857143,Science
90600,Female,69,89,99,41,83,98,94,Travelling,Art,Table Tennis,Debate competition winner,Hindi,81.85714285714286,Science
34887,Male,97,45,83,82,55,93,54,Cooking,Cooking,Swimming,Music competition winner,Hindi,72.71428571428571,Science
15170,Female,87,54,79,45,85,64,49,Gardening,Science,Football,Art competition winner,Hindi,66.14285714285714,Science
2542,Female,76,81,85,71,49,47,81,Reading,Dance,Swimming,Science fair winner,English,70.0,Science
84097,Male,94,40,52,59,45,78,87,Drawing,Programming,Volleyball,Chess competition winner,English,65.0,Science
48627,Male,95,74,94,79,74,43,91,Photography,Music,Swimming,Science fair winner,Hindi,78.57142857142857,Science
30309,Male,43,52,98,65,50,74,82,Cooking,Photography,Athletics,Athletics competition winner,Hindi,66.28571428571429,Science
59980,Female,68,64,45,90,80,67,86,Photography,Cooking,Cricket,Math Olympiad winner,English,71.42857142857143,Science
59741,Female,42,83,82,43,67,73,89,Music,History,Table Tennis,Math Olympiad winner,English,68.42857142857143,Science
52277,Female,64,90,66,41,94,62,92,Reading,Programming,Football,Dance competition winner,Hindi,72.71428571428571,Science
86130,Female,58,49,41,77,65,77,64,Drawing,Dance,Swimming,Dance competition winner,Hindi,61.57142857142857,Science
22453,Male,44,61,98,53,63,61,72,Music,History,Football,Dance competition winner,English,64.57142857142857,Science
53102,Female,46,68,62,55,61,44,98,Travelling,History,Volleyball,Athletics competition winner,English,62.0,Science
98811,Female,86,53,66,80,93,56,86,Drawing,Cooking,Cricket,Science fair winner,English,74.28571428571429,Science
1022,Male,77,83,93,79,92,52,92,Music,Photography,Table Tennis,Art competition winner,Hindi,81.14285714285714,Science
57706,Female,43,48,51,84,49,96,42,Photography,Cooking,Football,Science fair winner,Hindi,59.0,Science
72408,Female,77,96,46,67,83,80,55,Drawing,Photography,Table Tennis,Music competition winner,English,72.0,Science
12242,Female,44,77,93,70,98,77,85,Photography,Science,Basketball,Art competition winner,English,77.71428571428571,Science
72445,Female,64,61,58,42,80,89,60,Cooking,Music,Tennis,Art competition winner,Hindi,64.85714285714286,Science
6554,Female,55,86,98,52,76,77,98,Sports,Dance,Basketball,Science fair winner,English,77.42857142857143,Science
87049,Male,61,70,68,81,100,87,76,Music,History,Table Tennis,Music competition winner,Hindi,77.57142857142857,Science
43672,Female,77,57,84,47,42,92,76,Music,Music,Basketball,Athletics competition winner,English,67.85714285714286,Science
65612,Male,81,47,78,60,61,95,90,Cooking,Art,Cricket,Dance competition winner,Hindi,73.14285714285714,Science
1598,Male,71,64,85,44,84,69,100,Music,Science,Tennis,Dance competition winner,English,73.85714285714286,Science
75935,Male,43,52,87,85,62,95,48,Gardening,Music,Football,Debate competition winner,English,67.42857142857143,Science
67442,Female,74,55,43,76,50,91,78,Travelling,Music,Table Tennis,Chess competition winner,English,66.71428571428571,Science
57353,Female,62,50,52,96,80,81,67,Drawing,Music,Football,Math Olympiad winner,English,69.71428571428571,Science
4372,Female,75,71,46,57,69,86,73,Music,Programming,Cricket,Music competition winner,Hindi,68.14285714285714,Science
89729,Male,52,85,44,87,47,71,85,Cooking,Art,Athletics,Athletics competition winner,English,67.28571428571429,Science
6258,Female,80,89,72,47,58,95,95,Music,Programming,Tennis,Art competition winner,Hindi,76.57142857142857,Science
23567,Male,92,95,87,86,53,64,85,Reading,Programming,Football,Debate competition winner,English,80.28571428571429,Science
86940,Female,74,92,48,64,79,63,80,Reading,Programming,Cricket,Science fair winner,English,71.42857142857143,Science
83486,Female,78,66,63,57,97,87,77,Drawing,Art,Football,Athletics competition winner,English,75.0,Science
90308,Female,83,54,84,80,55,52,73,Reading,Dance,Football,Music competition winner,Hindi,68.71428571428571,Science
89138,Female,89,76,72,89,53,81,90,Music,Art,Volleyball,Chess competition winner,Hindi,78.57142857142857,Science
81693,Male,73,59,98,60,77,49,82,Drawing,Cooking,Athletics,Athletics competition winner,Hindi,71.14285714285714,Science
83309,Female,62,58,81,60,76,60,84,Drawing,Cooking,Tennis,Dance competition winner,Hindi,68.71428571428571,Science
57161,Male,70,57,45,100,88,100,88,Photography,History,Cricket,Athletics competition winner,Hindi,78.28571428571429,Science
4032,Male,92,69,88,71,44,100,45,Photography,Cooking,Basketball,Art competition winner,Hindi,72.71428571428571,Science
10472,Female,79,85,100,56,84,74,75,Music,Dance,Cricket,Art competition winner,Hindi,79.0,Science
4293,Male,56,41,60,82,91,95,58,Music,Art,Table Tennis,Debate competition winner,English,69.0,Science
88335,Female,96,65,62,54,90,66,87,Cooking,Programming,Basketball,Chess competition winner,Hindi,74.28571428571429,Science
45224,Female,67,91,53,76,89,98,53,Photography,Art,Swimming,Chess competition winner,Hindi,75.28571428571429,Science
96186,Male,89,41,54,87,77,60,78,Reading,Cooking,Tennis,Dance competition winner,Hindi,69.42857142857143,Science
36410,Female,95,51,41,93,96,97,40,Drawing,Art,Swimming,Science fair winner,English,73.28571428571429,Science
35883,Female,100,57,91,99,52,66,70,Drawing,Dance,Table Tennis,Debate competition winner,English,76.42857142857143,Science
62731,Male,45,93,90,90,64,99,83,Drawing,Photography,Football,Dance competition winner,English,80.57142857142857,Science
11479,Male,78,53,75,85,93,81,57,Cooking,Art,Tennis,Dance competition winner,English,74.57142857142857,Science
19812,Female,57,49,100,62,65,93,56,Gardening,Dance,Swimming,Athletics competition winner,English,68.85714285714286,Science
31110,Male,94,74,93,97,82,41,64,Photography,Art,Basketball,Science fair winner,English,77.85714285714286,Science
39307,Female,66,53,52,55,65,48,82,Photography,Programming,Cricket,Chess competition winner,English,60.142857142857146,Science
422,Female,92,66,45,88,59,74,90,Photography,History,Tennis,Dance competition winner,English,73.42857142857143,Science
51869,Female,93,63,65,55,99,98,46,Music,Dance,Table Tennis,Math Olympiad winner,Hindi,74.14285714285714,Science
89143,Male,66,42,87,92,99,66,42,Drawing,Art,Volleyball,Science fair winner,Hindi,70.57142857142857,Science
31263,Female,44,53,85,87,40,94,52,Reading,Photography,Basketball,Chess competition winner,Hindi,65.0,Science
82958,Male,49,95,64,79,82,95,81,Sports,Art,Athletics,Science fair winner,Hindi,77.85714285714286,Sports
8334,Male,89,86,63,79,83,71,68,Sports,Art,Athletics,Music competition winner,Hindi,77.0,Sports
89926,Male,98,59,76,60,52,99,74,Sports,Art,Volleyball,Science fair winner,Hindi,74.0,Sports
3720,Female,74,97,78,69,58,59,97,Sports,Cooking,Basketball,Chess competition winner,English,76.0,Sports
36965,Male,52,58,40,70,44,42,56,Gardening,Cooking,Basketball,Dance competition winner,Hindi,51.714285714285715,Sports
52752,Male,54,59,71,76,66,60,84,Sports,History,Athletics,Math Olympiad winner,English,67.14285714285714,Sports
41708,Female,83,57,42,62,52,45,67,Sports,Dance,Volleyball,Music competition winner,English,58.285714285714285,Sports
6625,Female,49,71,69,100,55,75,93,Sports,Music,Tennis,Athletics competition winner,Hindi,73.14285714285714,Sports
90788,Female,75,43,70,61,87,54,60,Sports,Dance,Basketball,Dance competition winner,English,64.28571428571429,Sports
8763,Female,80,68,66,66,45,91,70,Sports,Photography,Tennis,Debate competition winner,English,69.42857142857143,Sports
10437,Female,85,61,47,41,73,53,53,Travelling,Science,Basketball,Athletics competition winner,English,59.0,Sports
13852,Male,70,59,63,88,80,72,56,Sports,History,Basketball,Debate competition winner,Hindi,69.71428571428571,Sports
26987,Female,69,42,59,45,82,76,97,Sports,Science,Athletics,Chess competition winner,Hindi,67.14285714285714,Sports
12790,Female,58,68,54,45,63,52,48,Cooking,History,Basketball,Math Olympiad winner,English,55.42857142857143,Sports
25422,Male,61,68,94,76,74,78,65,Sports,Science,Basketball,Chess competition winner,Hindi,73.71428571428571,Sports
77337,Female,63,75,67,84,62,69,85,Sports,Music,Cricket,Chess competition winner,English,72.14285714285714,Sports
17617,Male,68,45,67,99,64,60,53,Sports,Photography,Basketball,Dance competition winner,English,65.14285714285714,Sports
29532,Male,67,53,98,75,81,100,53,Sports,Music,Football,Chess competition winner,Hindi,75.28571428571429,Sports
58363,Female,52,92,73,93,93,92,90,Sports,History,Tennis,Dance competition winner,English,83.57142857142857,Sports
945,Male,53,42,82,49,51,49,75,Sports,Dance,Swimming,Chess competition winner,English,57.285714285714285,Sports
31669,Female,47,46,77,58,54,63,42,Sports,Dance,Basketball,Music competition winner,Hindi,55.285714285714285,Sports
94399,Female,97,42,69,54,58,53,86,Sports,Art,Table Tennis,Science fair winner,English,65.57142857142857,Sports
27181,Male,95,59,43,87,57,80,73,Sports,Dance,Cricket,Athletics competition winner,English,70.57142857142857,Sports
27128,Male,78,81,53,78,94,84,45,Sports,Programming,Volleyball,Chess competition winner,Hindi,73.28571428571429,Sports
20719,Male,80,100,68,73,45,76,68,Sports,Art,Volleyball,Athletics competition winner,English,72.85714285714286,Sports
59026,Female,80,57,60,96,72,80,66,Sports,Music,Tennis,Science fair winner,English,73.0,Sports
33877,Male,66,53,72,44,54,60,68,Sports,Photography,Cricket,Music competition winner,Hindi,59.57142857142857,Sports
42625,Female,46,86,58,61,92,90,57,Sports,Music,Tennis,Music competition winner,English,70.0,Sports
55496,Male,98,68,40,74,58,46,45,Sports,Photography,Table Tennis,Chess competition winner,English,61.285714285714285,Sports
75796,Female,66,70,61,97,90,70,78,Sports,Science,Cricket,Athletics competition winner,English,76.0,Sports
97396,Male,88,63,64,44,63,49,97,Sports,Dance,Cricket,Dance competition winner,English,66.85714285714286,Sports
55959,Male,74,87,95,50,85,79,73,Sports,History,Tennis,Music competition winner,Hindi,77.57142857142857,Sports
26719,Female,90,55,67,41,69,72,75,Sports,Art,Basketball,Chess competition winner,Hindi,67.0,Sports
51776,Female,82,86,47,78,66,96,93,Sports,Art,Basketball,Athletics competition winner,Hindi,78.28571428571429,Sports
29341,Male,94,66,55,67,44,42,43,Sports,Photography,Swimming,Dance competition winner,English,58.714285714285715,Sports
14109,Male,57,67,94,51,44,90,45,Sports,Programming,Basketball,Math Olympiad winner,English,64.0,Sports
85957,Male,44,86,95,58,100,87,69,Sports,History,Swimming,Dance competition winner,Hindi,77.0,Sports
22536,Male,87,91,63,54,44,75,75,Sports,Dance,Swimming,Music competition winner,English,69.85714285714286,Sports
54564,Female,54,44,57,79,54,60,100,Sports,Cooking,Basketball,Athletics competition winner,Hindi,64.0,Sports
25929,Female,78,83,100,77,74,41,62,Sports,Programming,Football,Science fair winner,Hindi,73.57142857142857,Sports
71958,Female,48,100,99,89,51,84,71,Sports,Programming,Athletics,Dance competition winner,Hindi,77.42857142857143,Sports
5443,Female,95,93,60,58,55,81,68,Sports,Photography,Basketball,Math Olympiad winner,Hindi,72.85714285714286,Sports
8615,Female,42,66,44,67,87,64,56,Sports,History,Volleyball,Science fair winner,Hindi,60.857142857142854,Sports
18107,Female,69,79,79,69,43,62,90,Sports,Music,Table Tennis,Math Olympiad winner,English,70.14285714285714,Sports
48463,Female,74,49,99,87,92,60,41,Sports,Music,Swimming,Music competition winner,English,71.71428571428571,Sports
46220,Female,89,59,44,59,94,48,53,Gardening,Cooking,Basketball,Chess competition winner,Hindi,63.714285714285715,Sports
64426,Male,97,98,58,95,51,84,48,Sports,Cooking,Athletics,Science fair winner,Hindi,75.85714285714286,Sports
76656,Female,66,86,69,64,52,79,78,Sports,Science,Athletics,Art competition winner,English,70.57142857142857,Sports
78045,Female,67,70,41,93,54,50,93,Sports,Dance,Basketball,Debate competition winner,English,66.85714285714286,Sports
87302,Male,68,41,51,73,81,56,43,Gardening,Cooking,Athletics,Music competition winner,Hindi,59.0,Sports
12659,Female,69,80,78,49,57,53,85,Sports,History,Tennis,Debate competition winner,Hindi,67.28571428571429,Sports
83782,Male,50,78,69,71,86,41,99,Sports,Art,Tennis,Athletics competition winner,English,70.57142857142857,Sports
79501,Female,60,63,85,54,86,88,67,Sports,Dance,Table Tennis,Athletics competition winner,English,71.85714285714286,Sports
53544,Male,88,49,55,96,78,43,56,Music,Dance,Volleyball,Athletics competition winner,English,66.42857142857143,Sports
30196,Female,49,93,62,43,79,96,54,Sports,Art,Volleyball,Math Olympiad winner,English,68.0,Sports
6750,Female,73,73,56,80,86,69,51,Sports,Dance,Table Tennis,Music competition winner,Hindi,69.71428571428571,Sports
92257,Male,56,46,94,44,67,95,66,Sports,Dance,Basketball,Athletics competition winner,Hindi,66.85714285714286,Sports
83171,Male,72,41,56,58,79,47,92,Sports,Science,Swimming,Athletics competition winner,English,63.57142857142857,Sports
57204,Female,56,43,63,84,62,56,87,Sports,Programming,Table Tennis,Art competition winner,English,64.42857142857143,Sports
35521,Male,48,81,80,92,61,61,71,Sports,Programming,Table Tennis,Math Olympiad winner,Hindi,70.57142857142857,Sports
95418,Female,80,68,99,58,50,83,41,Sports,Music,Cricket,Music competition winner,Hindi,68.42857142857143,Sports
37494,Female,77,41,46,50,50,58,52,Drawing,Science,Swimming,Dance competition winner,Hindi,53.42857142857143,Sports
