Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability,Extra-courses did,certifications,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
92,12,1,5,7,3,yes,no,Certified Fitness Trainer (CFT),yes,Fieldwork,poor,medium,Sports Management and Administration,Sports Marketing and Sponsorship,higherstudies,no,yes,Dictionaries,Work,gentle,work,hard worker,no,Sports person
90,11,4,3,8,2,yes,no,Sports First Aid Certification,no,Fieldwork,medium,poor,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,no,yes,Autobiographies,Work,gentle,salary,hard worker,yes,Sports person
88,12,8,4,9,3,yes,yes,Diploma in Accounting,no,RemoteWork,medium,medium,Forensic Accounting,Financial Planning and Analysis,job,no,yes,Mystery,Work,stubborn,work,smart worker,no,Accountant
63,12,8,4,9,5,no,yes,Certificate in Banking and Finance,yes,RemoteWork,medium,excellent,Financial Markets,Investment Banking,higherstudies,no,yes,Biographies,Work,stubborn,salary,hard worker,yes,Banker
75,11,5,3,3,4,no,no,Investopedia: Stock Market Investing Course,yes,RemoteWork,poor,medium,Financial Statement Analysis,Financial Analysis,job,yes,yes,Journals,Work,stubborn,work,hard worker,yes,Stock Investor
93,5,6,6,8,5,no,no,Certified Accounting Technician (CAT),yes,OfficeBased,poor,poor,Financial Analytics and Data Visualization,International Taxation and Compliance,job,yes,no,Horror,salary,gentle,work,hard worker,no,Accountant
69,8,7,4,9,5,yes,no,First Aid and CPR Certification,no,RemoteWork,poor,medium,Human Anatomy and Physiology,Public Health,job,no,no,Travel,Work,stubborn,work,smart worker,yes,Doctor
70,7,9,1,5,4,no,yes,Certified Nursing Assistant (CNA),no,OfficeBased,poor,medium,Medical Ethics and Professionalism,Public Health,job,no,no,Science,Work,gentle,work,smart worker,no,Doctor
74,6,6,0,2,1,yes,no,Coursera: Introduction to Law,yes,OfficeBased,medium,excellent,Legal Research and Writing,Litigation,job,no,no,Art,Work,stubborn,work,smart worker,yes,Lawyer
61,11,9,2,2,5,yes,yes,Unity Certified User,yes,Fieldwork,medium,excellent,Game Programming Patterns,Game Design,job,no,yes,Prayer books,salary,gentle,salary,smart worker,yes,Game Developer
85,7,3,2,2,1,no,yes,National Board Certification (NBC),no,Fieldwork,poor,medium,Curriculum Development and Instructional Design,Educational Technology Specialist,job,no,yes,Series,salary,gentle,salary,hard worker,yes,Teacher
63,8,9,2,2,6,no,yes,Diploma in Pharmaceutical Sciences,yes,RemoteWork,excellent,excellent,Pharmacology,Pharmaceutical Research and Development,job,yes,no,Encyclopedias,Work,gentle,work,smart worker,no,Pharmacy
75,12,2,5,7,1,no,yes,Certified Nursing Assistant (CNA),no,Fieldwork,excellent,poor,Medical Ethics and Professionalism,Medical Research,job,no,no,Self help,Work,gentle,salary,hard worker,no,Doctor
67,8,4,1,4,5,yes,no,Diploma in Pharmaceutical Sciences,yes,Fieldwork,poor,excellent,Pharmacology,Pharmaceutical Research and Development,job,yes,yes,Drama,salary,gentle,work,smart worker,yes,Pharmacy
63,9,3,1,2,8,no,no,Unity Certified User,no,Fieldwork,medium,medium,Game Programming Patterns,Game Programming,job,yes,yes,Religion-Spirituality,salary,stubborn,salary,smart worker,no,Game Developer
80,10,5,2,1,1,yes,yes,National Board Certification (NBC),yes,OfficeBased,medium,medium,Curriculum Development and Instructional Design,Education Policy and Advocacy,higherstudies,yes,no,Satire,salary,gentle,salary,smart worker,yes,Teacher
75,9,6,2,9,2,yes,yes,Coursera: Introduction to Law,yes,OfficeBased,poor,medium,Constitutional Law,Corporate Law,higherstudies,no,no,Comics,Work,stubborn,salary,hard worker,no,Lawyer
80,10,4,3,7,3,no,no,Teaching Certificate/License,no,RemoteWork,excellent,excellent,Educational Psychology,Educational Technology Specialist,higherstudies,yes,yes,Travel,salary,gentle,salary,smart worker,yes,Teacher
77,7,1,6,9,9,yes,yes,National Board Certification (NBC),yes,RemoteWork,excellent,excellent,Curriculum Development and Instructional Design,Education Policy and Advocacy,job,yes,no,Romance,Work,stubborn,salary,smart worker,no,Teacher
81,5,9,6,1,7,no,no,Certificate in Media Production,yes,OfficeBased,excellent,excellent,Media Studies and Communication,Film and Television Production,higherstudies,no,yes,Math,Work,stubborn,salary,smart worker,yes,Entertainment industry
72,9,3,1,8,4,no,no,Certificate in Financial Markets,yes,OfficeBased,excellent,poor,The Intelligent Investor,Financial Analysis,job,yes,yes,Health,salary,stubborn,salary,hard worker,yes,Stock Investor
67,9,2,4,1,8,yes,yes,Associate Chartered Banker (ACIB),yes,Fieldwork,poor,excellent,Financial Markets,Investment Banking,job,yes,yes,Autobiographies,salary,stubborn,work,hard worker,yes,Banker
62,6,4,0,9,2,no,no,Pharmacy Technician Certification (CPhT),yes,OfficeBased,medium,excellent,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,yes,yes,Health,Work,stubborn,salary,hard worker,no,Pharmacy
71,6,2,0,3,3,yes,yes,Certified Nursing Assistant (CNA),no,OfficeBased,poor,medium,Medical Ethics and Professionalism,Medical Research,higherstudies,no,no,Self help,salary,gentle,salary,smart worker,no,Doctor
68,5,5,1,7,1,yes,yes,Coursera: Introduction to Law,yes,OfficeBased,excellent,poor,Legal Research and Writing,Litigation,job,no,no,Biographies,Work,gentle,salary,hard worker,no,Lawyer
77,12,7,3,9,1,yes,no,Coursera: Introduction to Digital Marketing,no,RemoteWork,medium,excellent,Media Studies and Communication,Film and Television Production,job,no,yes,Mystery,Work,gentle,salary,smart worker,no,Entertainment industry
85,12,6,1,3,1,yes,no,Coursera: Foundations of Business Strategy,no,OfficeBased,poor,medium,Master the Art of Business,Management Consulting,job,yes,yes,History,Work,gentle,work,smart worker,yes,MBA
69,4,2,0,2,3,yes,no,Certificate in Legal Studies,no,Fieldwork,poor,poor,Legal Research and Writing,Corporate Law,higherstudies,yes,no,Biographies,Work,gentle,work,smart worker,no,Lawyer
94,6,3,5,1,1,no,yes,Certified Accounting Technician (CAT),yes,Fieldwork,excellent,medium,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,yes,yes,Guide,Work,stubborn,salary,smart worker,no,Accountant
64,10,1,4,3,7,no,yes,Pharmacy Technician Certification (CPhT),no,OfficeBased,poor,poor,Pharmacology,Pharmaceutical Research and Development,job,yes,yes,Health,salary,gentle,salary,hard worker,no,Pharmacy
80,4,3,6,6,6,no,no,Certificate in Business Administration,no,RemoteWork,poor,poor,The Lean Startup,Management Consulting,job,yes,yes,Health,salary,gentle,work,hard worker,no,MBA
61,8,6,6,1,4,yes,yes,Unity Certified User,yes,OfficeBased,poor,medium,Game Programming Patterns,Game Design,higherstudies,yes,no,Self help,salary,gentle,salary,smart worker,yes,Game Developer
78,8,2,6,7,4,no,yes,Certificate in Media Production,yes,Fieldwork,medium,excellent,Entertainment Business and Management,Film and Television Production,job,yes,yes,Horror,salary,gentle,work,hard worker,yes,Entertainment industry
60,12,2,3,9,5,no,yes,Diploma in Pharmaceutical Sciences,yes,OfficeBased,excellent,poor,Pharmaceutical Chemistry,Pharmaceutical Research and Development,higherstudies,yes,yes,Health,Work,stubborn,work,smart worker,no,Pharmacy
88,6,2,1,5,9,no,no,Certified Fitness Trainer (CFT),no,RemoteWork,poor,poor,Sports Management and Administration,Sports Marketing and Sponsorship,higherstudies,no,yes,Comics,Work,stubborn,work,smart worker,no,Sports person
79,10,6,2,1,9,no,no,Coursera: Foundations of Business Strategy,yes,Fieldwork,excellent,poor,The Lean Startup,Management Consulting,higherstudies,no,no,Encyclopedias,salary,stubborn,salary,smart worker,no,MBA
91,8,9,3,8,5,yes,yes,Diploma in Accounting,yes,OfficeBased,excellent,excellent,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,no,no,Horror,salary,stubborn,work,smart worker,no,Accountant
63,6,5,3,7,8,no,yes,Certificate in Banking and Finance,yes,Fieldwork,excellent,poor,Financial Markets,Investment Banking,job,no,no,Anthology,salary,gentle,work,smart worker,yes,Banker
67,9,6,0,3,2,yes,yes,Associate Chartered Banker (ACIB),yes,RemoteWork,excellent,medium,Corporate Finance,Private Wealth Management,job,no,no,Childrens,salary,gentle,work,hard worker,yes,Banker
72,9,6,5,6,8,no,yes,Investopedia: Stock Market Investing Course,no,Fieldwork,excellent,medium,The Intelligent Investor,Portfolio Management,higherstudies,yes,no,Drama,Work,gentle,work,hard worker,no,Stock Investor
73,10,6,0,6,9,no,yes,Certificate in Financial Markets,no,OfficeBased,excellent,excellent,Financial Statement Analysis,Portfolio Management,higherstudies,yes,no,Fantasy,salary,stubborn,salary,hard worker,yes,Stock Investor
89,10,8,0,9,8,yes,no,Coursera: Introduction to Research Methods,no,RemoteWork,poor,medium,Lab Girl,Research and Development,higherstudies,yes,yes,Trilogy,Work,gentle,salary,smart worker,yes,Scientist
92,7,2,3,5,7,yes,no,Certificate in Laboratory Techniques,no,RemoteWork,medium,poor,The Structure of Scientific Revolutions,Academic Research and Teaching,higherstudies,no,yes,Self help,salary,stubborn,work,hard worker,yes,Scientist
80,10,6,2,5,6,yes,no,Coursera: Foundations of Business Strategy,no,OfficeBased,poor,poor,The Lean Startup,Entrepreneurship and Startup Management,job,no,yes,Health,salary,stubborn,salary,hard worker,no,MBA
91,10,1,3,3,3,no,yes,Certified Accounting Technician (CAT),yes,Fieldwork,medium,poor,Forensic Accounting,Financial Planning and Analysis,higherstudies,no,yes,Guide,Work,gentle,work,smart worker,yes,Accountant
60,7,7,6,9,5,no,yes,Associate Chartered Banker (ACIB),yes,OfficeBased,medium,medium,Financial Markets,Investment Banking,job,no,no,Action and Adventure,salary,stubborn,work,smart worker,yes,Banker
85,4,3,3,5,6,yes,yes,Coursera: Introduction to Digital Marketing,no,RemoteWork,poor,excellent,Entertainment Business and Management,Music Industry Management,higherstudies,yes,yes,Prayer books,Work,stubborn,work,hard worker,yes,Entertainment industry
76,6,5,5,1,9,yes,yes,Coursera: Introduction to Law,yes,Fieldwork,excellent,excellent,Legal Research and Writing,Litigation,higherstudies,yes,no,Comics,Work,stubborn,work,smart worker,no,Lawyer
73,6,6,3,9,1,no,yes,Certificate in Financial Markets,no,RemoteWork,excellent,medium,The Intelligent Investor,Financial Analysis,job,yes,yes,Guide,salary,gentle,salary,hard worker,yes,Stock Investor
79,12,4,2,7,6,no,yes,Coursera: Foundations of Business Strategy,yes,OfficeBased,medium,poor,The Lean Startup,Entrepreneurship and Startup Management,job,no,yes,Health,salary,gentle,salary,smart worker,yes,MBA
90,5,7,2,7,8,yes,no,Diploma in Accounting,no,RemoteWork,poor,poor,Forensic Accounting,International Taxation and Compliance,higherstudies,yes,no,Health,Work,stubborn,salary,hard worker,yes,Accountant
92,9,4,0,6,9,yes,yes,Certificate in Laboratory Techniques,no,Fieldwork,excellent,excellent,The Structure of Scientific Revolutions,Academic Research and Teaching,higherstudies,yes,yes,Science,salary,gentle,salary,hard worker,yes,Scientist
86,4,1,6,6,2,yes,yes,Diploma in Accounting,no,OfficeBased,excellent,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,no,Health,salary,gentle,work,smart worker,yes,Accountant
71,10,6,3,3,9,yes,yes,Certificate in Financial Markets,yes,RemoteWork,medium,poor,Financial Statement Analysis,Portfolio Management,job,yes,no,Fantasy,Work,stubborn,work,smart worker,yes,Stock Investor
87,8,3,0,3,1,no,yes,Diploma in Accounting,yes,RemoteWork,poor,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,yes,Fantasy,salary,gentle,salary,smart worker,yes,Accountant
88,4,1,0,8,6,yes,yes,Certified Accounting Technician (CAT),yes,Fieldwork,excellent,excellent,Forensic Accounting,International Taxation and Compliance,higherstudies,no,yes,Guide,Work,stubborn,work,smart worker,no,Accountant
69,10,7,4,2,5,yes,no,Certified Nursing Assistant (CNA),yes,RemoteWork,medium,medium,Medical Ethics and Professionalism,Public Health,higherstudies,no,yes,Travel,Work,stubborn,work,hard worker,yes,Doctor
74,11,2,3,6,6,no,no,Certificate in Legal Studies,yes,Fieldwork,poor,poor,Constitutional Law,Litigation,job,yes,yes,Autobiographies,salary,gentle,salary,hard worker,yes,Lawyer
63,12,3,3,9,2,no,yes,Diploma in Pharmaceutical Sciences,yes,Fieldwork,medium,medium,Pharmacology,Clinical Pharmacy,higherstudies,no,yes,Encyclopedias,Work,gentle,work,hard worker,yes,Pharmacy
76,12,2,3,9,4,yes,yes,First Aid and CPR Certification,no,RemoteWork,medium,excellent,Medical Ethics and Professionalism,Public Health,job,yes,yes,Science,Work,stubborn,salary,smart worker,no,Doctor
72,12,3,6,7,9,yes,yes,First Aid and CPR Certification,yes,Fieldwork,excellent,medium,Medical Ethics and Professionalism,Public Health,job,yes,yes,Self help,salary,stubborn,work,smart worker,yes,Doctor
79,11,8,0,8,6,no,yes,Certificate in Business Administration,no,RemoteWork,poor,poor,Master the Art of Business,Management Consulting,job,yes,yes,Guide,Work,gentle,work,hard worker,yes,MBA
93,7,8,6,8,9,no,yes,Certified Fitness Trainer (CFT),yes,RemoteWork,poor,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,no,yes,Anthology,salary,stubborn,salary,hard worker,no,Sports person
70,9,6,2,7,7,no,yes,First Aid and CPR Certification,yes,OfficeBased,medium,poor,Human Anatomy and Physiology,Medical Research,job,yes,yes,Self help,salary,gentle,salary,smart worker,yes,Doctor
62,6,2,3,6,2,no,yes,Diploma in Pharmaceutical Sciences,no,Fieldwork,medium,medium,Pharmacology,Pharmaceutical Research and Development,job,yes,yes,Fantasy,Work,stubborn,work,hard worker,no,Pharmacy
61,4,6,2,4,9,no,no,Diploma in Pharmaceutical Sciences,yes,OfficeBased,poor,poor,Pharmacology,Pharmaceutical Research and Development,job,yes,yes,Fantasy,salary,stubborn,work,hard worker,no,Pharmacy
66,12,5,2,5,3,no,no,Coursera: Introduction to Game Development,no,Fieldwork,medium,poor,Unity in Action,Game Programming,higherstudies,yes,yes,Series,Work,gentle,salary,smart worker,no,Game Developer
71,5,1,6,9,3,yes,no,Coursera: Introduction to Law,no,RemoteWork,poor,poor,Constitutional Law,Corporate Law,job,no,no,Childrens,salary,gentle,salary,smart worker,yes,Lawyer
68,5,5,0,1,7,no,no,Coursera: Introduction to Law,no,RemoteWork,medium,poor,Constitutional Law,Corporate Law,higherstudies,no,yes,Childrens,salary,gentle,work,hard worker,yes,Lawyer
85,11,8,0,1,6,no,yes,Certified SolidWorks Associate (CSWA),no,OfficeBased,medium,excellent,Mathematics and Applied Mathematics,Product Engineer,higherstudies,no,yes,Cookbooks,salary,gentle,work,hard worker,yes,Engineer
92,9,2,5,6,8,no,yes,Certificate in Laboratory Techniques,yes,RemoteWork,poor,poor,The Structure of Scientific Revolutions,Academic Research and Teaching,higherstudies,yes,yes,Satire,salary,stubborn,work,smart worker,no,Scientist
83,5,5,5,9,5,no,yes,Coursera: Foundations of Business Strategy,no,RemoteWork,poor,excellent,Master the Art of Business,Entrepreneurship and Startup Management,job,no,yes,History,salary,gentle,work,hard worker,no,MBA
81,12,9,6,6,3,no,no,Coursera: Foundations of Business Strategy,no,OfficeBased,poor,poor,Master the Art of Business,Management Consulting,higherstudies,no,no,Health,salary,stubborn,salary,smart worker,no,MBA
83,5,1,2,7,8,yes,no,Certified SolidWorks Associate (CSWA),yes,Fieldwork,excellent,excellent,Physics and Mechanics,Product Engineer,higherstudies,no,no,Autobiographies,salary,stubborn,salary,smart worker,yes,Engineer
73,6,7,6,5,1,no,no,Investopedia: Stock Market Investing Course,no,OfficeBased,poor,medium,Financial Statement Analysis,Financial Analysis,job,no,yes,Drama,Work,stubborn,salary,hard worker,yes,Stock Investor
64,5,3,0,1,4,no,yes,Certificate in Banking and Finance,yes,Fieldwork,medium,medium,Corporate Finance,Investment Banking,higherstudies,no,yes,Autobiographies,salary,gentle,work,hard worker,no,Banker
89,7,5,2,3,9,yes,yes,Sports First Aid Certification,no,OfficeBased,excellent,poor,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,yes,no,Comics,Work,gentle,work,hard worker,yes,Sports person
62,5,6,0,7,9,no,yes,Diploma in Pharmaceutical Sciences,no,RemoteWork,poor,excellent,Pharmaceutical Chemistry,Clinical Pharmacy,job,yes,yes,Math,salary,gentle,work,hard worker,no,Pharmacy
88,6,3,0,8,4,yes,no,Certificate in Laboratory Techniques,yes,Fieldwork,poor,medium,The Structure of Scientific Revolutions,Research and Development,higherstudies,no,yes,Travel,Work,gentle,work,smart worker,yes,Scientist
71,9,4,4,9,7,no,no,First Aid and CPR Certification,no,OfficeBased,medium,poor,Human Anatomy and Physiology,Public Health,job,no,yes,Romance,Work,gentle,work,smart worker,yes,Doctor
62,8,3,2,3,8,yes,yes,Unity Certified User,no,OfficeBased,poor,poor,Game Programming Patterns,Game Design,job,yes,no,Romance,salary,stubborn,salary,smart worker,yes,Game Developer
89,9,2,4,4,6,no,yes,Certified Accounting Technician (CAT),no,RemoteWork,medium,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,higherstudies,no,no,Poetry,Work,gentle,salary,smart worker,no,Accountant
63,12,4,5,1,6,yes,no,Associate Chartered Banker (ACIB),no,OfficeBased,medium,medium,Corporate Finance,Private Wealth Management,higherstudies,no,no,Action and Adventure,salary,stubborn,work,hard worker,no,Banker
93,11,2,2,6,9,no,yes,Diploma in Accounting,no,Fieldwork,poor,poor,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,yes,no,History,Work,stubborn,salary,hard worker,no,Accountant
71,5,7,3,7,7,yes,yes,First Aid and CPR Certification,no,RemoteWork,excellent,excellent,Medical Ethics and Professionalism,Medical Research,job,no,no,Poetry,salary,gentle,salary,hard worker,no,Doctor
81,11,4,6,5,9,yes,no,Coursera: Foundations of Business Strategy,no,Fieldwork,excellent,poor,Master the Art of Business,Entrepreneurship and Startup Management,job,yes,yes,History,salary,gentle,salary,smart worker,yes,MBA
86,9,5,6,9,1,yes,yes,Coursera: Introduction to Research Methods,no,Fieldwork,excellent,excellent,Lab Girl,Research and Development,job,yes,yes,Science fiction,salary,gentle,salary,smart worker,yes,Scientist
90,9,4,3,7,5,yes,yes,Sports First Aid Certification,yes,Fieldwork,poor,medium,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,yes,yes,Diaries,salary,stubborn,salary,smart worker,no,Sports person
65,11,9,2,7,8,yes,no,Certificate in Banking and Finance,no,Fieldwork,poor,medium,Corporate Finance,Private Wealth Management,job,yes,yes,Childrens,salary,gentle,salary,hard worker,no,Banker
88,5,5,5,4,6,yes,no,Diploma in Accounting,yes,Fieldwork,medium,excellent,Forensic Accounting,International Taxation and Compliance,higherstudies,yes,no,Journals,salary,stubborn,salary,smart worker,yes,Accountant
94,11,4,0,1,8,yes,no,Coursera: Introduction to Research Methods,yes,Fieldwork,poor,excellent,The Structure of Scientific Revolutions,Research and Development,job,no,no,Prayer books,salary,stubborn,work,smart worker,no,Scientist
64,8,4,6,9,3,no,no,Coursera: Introduction to Game Development,no,RemoteWork,excellent,excellent,Game Programming Patterns,Game Design,job,yes,no,Travel,salary,gentle,salary,hard worker,yes,Game Developer
73,12,2,4,7,4,no,no,Coursera: Introduction to Law,no,OfficeBased,poor,excellent,Constitutional Law,Corporate Law,higherstudies,yes,yes,Dictionaries,Work,stubborn,work,hard worker,yes,Lawyer
90,9,4,2,8,2,yes,no,Sports First Aid Certification,no,Fieldwork,medium,excellent,Sports Management and Administration,Sports Medicine and Athletic Training,higherstudies,no,yes,Anthology,salary,gentle,salary,smart worker,no,Sports person
83,11,4,6,3,4,yes,no,Coursera: Foundations of Business Strategy,yes,OfficeBased,poor,poor,Master the Art of Business,Management Consulting,job,yes,yes,Fantasy,salary,gentle,salary,hard worker,yes,MBA
77,6,5,1,2,9,yes,yes,Coursera: Introduction to Digital Marketing,no,Fieldwork,excellent,excellent,Media Studies and Communication,Film and Television Production,higherstudies,yes,no,Religion-Spirituality,Work,stubborn,work,hard worker,no,Entertainment industry
77,4,2,2,7,4,no,yes,National Board Certification (NBC),yes,RemoteWork,poor,excellent,Curriculum Development and Instructional Design,Educational Technology Specialist,higherstudies,no,yes,Travel,salary,gentle,salary,hard worker,yes,Teacher
68,9,7,2,4,3,yes,no,Pharmacy Technician Certification (CPhT),yes,RemoteWork,medium,medium,Pharmaceutical Chemistry,Pharmaceutical Research and Development,higherstudies,no,no,Health,Work,gentle,work,smart worker,no,Pharmacy
62,8,5,4,5,8,no,no,Coursera: Introduction to Game Development,no,RemoteWork,medium,medium,Game Programming Patterns,Game Design,higherstudies,yes,yes,Prayer books,Work,stubborn,work,hard worker,yes,Game Developer
88,6,1,3,7,4,no,no,Certified Fitness Trainer (CFT),no,RemoteWork,medium,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,yes,yes,Art,salary,stubborn,salary,hard worker,no,Sports person
63,10,8,1,7,6,yes,no,Coursera: Introduction to Game Development,no,RemoteWork,medium,poor,Unity in Action,Game Programming,higherstudies,no,yes,Science fiction,Work,gentle,work,smart worker,yes,Game Developer
82,7,3,2,3,4,no,yes,Certificate in Business Administration,yes,OfficeBased,excellent,poor,Master the Art of Business,Management Consulting,job,yes,yes,Encyclopedias,Work,stubborn,work,smart worker,no,MBA
88,4,7,1,8,4,yes,no,Certified Accounting Technician (CAT),no,Fieldwork,medium,medium,Forensic Accounting,Financial Planning and Analysis,higherstudies,yes,no,Horror,Work,stubborn,salary,hard worker,yes,Accountant
72,4,1,5,1,9,no,yes,Coursera: Introduction to Law,no,Fieldwork,medium,excellent,Constitutional Law,Corporate Law,job,no,yes,Action and Adventure,Work,stubborn,work,smart worker,yes,Lawyer
71,6,1,5,2,8,yes,yes,Certified Nursing Assistant (CNA),no,OfficeBased,medium,poor,Medical Ethics and Professionalism,Public Health,higherstudies,yes,yes,Poetry,Work,stubborn,work,smart worker,no,Doctor
72,8,5,3,4,6,no,yes,Investopedia: Stock Market Investing Course,yes,OfficeBased,medium,excellent,The Intelligent Investor,Financial Analysis,job,no,yes,Mystery,salary,stubborn,work,hard worker,yes,Stock Investor
94,9,2,0,9,7,yes,yes,Sports First Aid Certification,yes,RemoteWork,poor,poor,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,no,yes,Autobiographies,salary,stubborn,work,hard worker,yes,Sports person
90,10,6,6,3,5,yes,yes,Diploma in Accounting,no,RemoteWork,medium,medium,Forensic Accounting,International Taxation and Compliance,higherstudies,no,no,Encyclopedias,Work,stubborn,work,smart worker,yes,Accountant
70,6,5,6,5,9,yes,no,Coursera: Introduction to Law,no,Fieldwork,poor,excellent,Constitutional Law,Litigation,job,no,no,Anthology,Work,gentle,salary,hard worker,no,Lawyer
63,9,5,3,4,4,no,yes,Unity Certified User,no,RemoteWork,poor,poor,Unity in Action,Game Programming,job,no,yes,Science fiction,Work,stubborn,work,hard worker,no,Game Developer
62,5,2,3,5,5,no,no,Associate Chartered Banker (ACIB),no,OfficeBased,medium,excellent,Financial Markets,Investment Banking,job,yes,no,Biographies,salary,stubborn,work,hard worker,yes,Banker
68,11,5,2,4,5,yes,yes,Pharmacy Technician Certification (CPhT),yes,Fieldwork,poor,poor,Pharmacology,Pharmaceutical Research and Development,job,no,yes,Drama,Work,gentle,work,hard worker,no,Pharmacy
88,10,8,3,6,7,no,no,Certificate in Laboratory Techniques,no,Fieldwork,excellent,excellent,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,yes,Prayer books,salary,stubborn,salary,hard worker,no,Scientist
69,10,3,3,9,3,no,yes,Coursera: Introduction to Law,yes,OfficeBased,poor,medium,Constitutional Law,Corporate Law,higherstudies,yes,yes,Childrens,salary,stubborn,salary,smart worker,yes,Lawyer
84,7,1,4,4,5,yes,yes,National Board Certification (NBC),yes,OfficeBased,poor,excellent,Curriculum Development and Instructional Design,Education Policy and Advocacy,job,yes,yes,Travel,salary,gentle,salary,smart worker,yes,Teacher
79,6,9,0,4,3,yes,no,Teaching Certificate/License,yes,Fieldwork,poor,excellent,Curriculum Development and Instructional Design,Education Policy and Advocacy,job,no,no,Self help,Work,stubborn,salary,smart worker,yes,Teacher
85,7,9,4,4,4,no,no,National Board Certification (NBC),yes,Fieldwork,excellent,excellent,Educational Psychology,Education Policy and Advocacy,higherstudies,no,no,Self help,salary,stubborn,work,smart worker,yes,Teacher
68,10,9,4,2,9,no,no,Coursera: Introduction to Law,yes,RemoteWork,excellent,excellent,Legal Research and Writing,Corporate Law,higherstudies,no,yes,Biographies,salary,gentle,work,hard worker,no,Lawyer
64,8,4,3,6,9,no,yes,Coursera: Introduction to Game Development,yes,Fieldwork,excellent,excellent,Unity in Action,Game Design,job,yes,no,Prayer books,salary,gentle,salary,smart worker,no,Game Developer
78,5,5,1,5,7,no,yes,Certificate in Business Administration,no,Fieldwork,poor,excellent,Master the Art of Business,Entrepreneurship and Startup Management,higherstudies,yes,yes,Encyclopedias,salary,gentle,work,hard worker,no,MBA
66,6,5,2,1,6,yes,no,Unity Certified User,no,Fieldwork,excellent,poor,Unity in Action,Game Design,higherstudies,no,no,Travel,salary,stubborn,salary,smart worker,yes,Game Developer
66,10,4,2,2,7,no,yes,Associate Chartered Banker (ACIB),yes,Fieldwork,medium,excellent,Corporate Finance,Investment Banking,job,no,no,Anthology,Work,gentle,salary,smart worker,no,Banker
73,6,4,5,2,7,yes,yes,First Aid and CPR Certification,yes,OfficeBased,excellent,excellent,Human Anatomy and Physiology,Public Health,higherstudies,yes,no,Science,Work,stubborn,salary,smart worker,yes,Doctor
84,7,3,4,2,9,no,no,AutoCAD Certification,no,OfficeBased,excellent,excellent,Physics and Mechanics,Artificial Intelligence and Machine Learning,higherstudies,no,yes,Cookbooks,Work,gentle,work,smart worker,no,Engineer
70,10,4,2,6,9,yes,no,Investopedia: Stock Market Investing Course,yes,Fieldwork,poor,poor,The Intelligent Investor,Financial Analysis,higherstudies,yes,no,Health,salary,gentle,work,smart worker,no,Stock Investor
85,9,5,2,3,9,no,no,Certificate in Media Production,no,Fieldwork,excellent,poor,Media Studies and Communication,Music Industry Management,higherstudies,yes,yes,Math,Work,stubborn,work,smart worker,yes,Entertainment industry
82,4,8,1,7,2,no,no,Certified SolidWorks Associate (CSWA),no,RemoteWork,medium,excellent,Mathematics and Applied Mathematics,Product Engineer,higherstudies,no,yes,Anthology,salary,stubborn,salary,hard worker,no,Engineer
82,11,2,0,1,7,yes,yes,National Board Certification (NBC),no,RemoteWork,excellent,medium,Educational Psychology,Educational Technology Specialist,job,yes,no,Self help,salary,gentle,salary,smart worker,no,Teacher
66,12,1,6,4,8,yes,yes,Certificate in Banking and Finance,no,RemoteWork,excellent,medium,Financial Markets,Private Wealth Management,job,yes,no,Art,salary,stubborn,salary,smart worker,yes,Banker
63,5,1,3,9,6,no,yes,Associate Chartered Banker (ACIB),no,OfficeBased,excellent,poor,Corporate Finance,Private Wealth Management,higherstudies,yes,no,Anthology,Work,gentle,work,hard worker,no,Banker
61,5,2,1,1,1,yes,yes,Associate Chartered Banker (ACIB),yes,OfficeBased,poor,poor,Corporate Finance,Private Wealth Management,job,yes,no,Biographies,salary,gentle,salary,smart worker,no,Banker
80,11,5,6,4,7,yes,yes,Certificate in Media Production,yes,RemoteWork,excellent,excellent,Entertainment Business and Management,Music Industry Management,higherstudies,yes,no,Math,salary,stubborn,salary,smart worker,no,Entertainment industry
89,8,7,1,2,3,yes,no,Diploma in Accounting,yes,RemoteWork,excellent,medium,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,yes,yes,Guide,salary,gentle,work,hard worker,yes,Accountant
