Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
64,11,7,4,7,2,no,yes,yes,machine learning,hacking,yes,yes,excellent,excellent,IOT,developer,job,Product based,no,no,Self help,Work,gentle,salary,hard worker,no,Network Engineer
70,4,1,5,6,6,yes,no,no,machine learning,testing,yes,no,excellent,excellent,programming,Business process analyst,higherstudies,SAaS services,yes,no,Anthology,salary,gentle,salary,hard worker,no,Network Security Administrator
86,10,7,1,4,1,no,yes,no,python,database security,no,yes,excellent,medium,hacking,cloud computing,job,product development,yes,yes,Cookbooks,Work,gentle,salary,smart worker,no,Software Engineer
64,7,3,0,9,9,no,yes,yes,python,system designing,yes,yes,medium,poor,cloud computing,testing,higherstudies,product development,yes,no,Childrens,salary,stubborn,work,smart worker,yes,Data Architect
91,5,8,4,9,9,yes,yes,yes,distro making,database security,no,yes,excellent,excellent,cloud computing,Business process analyst,job,Cloud Services,yes,yes,Prayer books,salary,gentle,salary,hard worker,yes,CRM Business Analyst
67,11,8,0,5,7,no,no,no,app development,data science,yes,yes,medium,excellent,networks,developer,higherstudies,Web Services,yes,yes,History,salary,stubborn,work,hard worker,yes,Technical Services/Help Desk/Tech Support
88,5,4,3,2,7,no,yes,no,hadoop,testing,yes,yes,medium,excellent,hacking,developer,higherstudies,Testing and Maintainance Services,no,no,Guide,salary,stubborn,work,hard worker,yes,Design & UX
70,6,6,6,8,9,yes,no,yes,r programming,game development,yes,no,medium,medium,Computer Architecture,cloud computing,higherstudies,product development,yes,yes,Mystery,salary,stubborn,salary,smart worker,yes,Database Manager
79,12,2,2,3,9,no,yes,yes,shell programming,testing,no,yes,poor,poor,hacking,cloud computing,job,BPA,no,yes,Self help,Work,stubborn,work,hard worker,yes,Systems Analyst
88,5,4,5,2,7,no,yes,yes,machine learning,data science,no,no,poor,poor,Computer Architecture,Business process analyst,job,Product based,no,yes,Childrens,salary,gentle,work,hard worker,yes,Network Security Administrator
89,9,1,4,8,7,yes,yes,yes,information security,cloud computing,yes,no,medium,medium,networks,Business process analyst,higherstudies,product development,yes,yes,Religion-Spirituality,salary,stubborn,salary,hard worker,yes,Systems Security Administrator
83,8,4,5,1,9,no,yes,yes,full stack,database security,no,no,medium,excellent,cloud computing,security,higherstudies,Web Services,yes,no,Childrens,salary,gentle,work,smart worker,no,CRM Business Analyst
75,10,2,4,1,5,yes,yes,yes,machine learning,cloud computing,yes,no,excellent,medium,IOT,testing,higherstudies,SAaS services,yes,no,Art,salary,gentle,salary,smart worker,no,Information Security Analyst
64,12,9,5,3,9,no,yes,no,r programming,testing,no,no,poor,excellent,IOT,system developer,higherstudies,Testing and Maintainance Services,no,yes,Self help,salary,gentle,salary,hard worker,no,CRM Technical Developer
74,12,6,3,3,9,yes,no,yes,shell programming,web technologies,yes,no,poor,poor,cloud computing,cloud computing,job,Cloud Services,no,yes,Journals,Work,stubborn,work,hard worker,yes,Business Intelligence Analyst
81,9,5,2,5,2,no,yes,no,full stack,cloud computing,yes,no,medium,excellent,Management,system developer,job,Product based,no,no,Guide,Work,stubborn,work,hard worker,no,Information Technology Manager
91,7,9,0,8,9,yes,no,yes,distro making,cloud computing,yes,yes,medium,medium,data engineering,testing,higherstudies,Web Services,no,yes,Mystery,salary,gentle,salary,smart worker,yes,Software Engineer
64,7,1,6,4,6,yes,yes,yes,machine learning,hacking,no,yes,medium,excellent,networks,system developer,job,product development,yes,yes,Encyclopedias,Work,stubborn,salary,smart worker,yes,Software Engineer
90,8,6,2,3,9,no,no,no,app development,hacking,yes,no,medium,poor,IOT,system developer,higherstudies,product development,no,no,Horror,salary,gentle,work,smart worker,no,E-Commerce Analyst
76,7,3,0,6,2,no,no,yes,app development,testing,yes,yes,excellent,excellent,hacking,cloud computing,job,BPA,yes,yes,Self help,Work,stubborn,salary,smart worker,yes,CRM Business Analyst
92,11,3,0,8,9,yes,yes,yes,distro making,web technologies,no,yes,poor,excellent,Software Engineering,testing,higherstudies,Finance,yes,yes,Travel,salary,stubborn,salary,smart worker,no,Web Developer
81,6,5,0,6,3,yes,no,no,full stack,hacking,yes,yes,poor,poor,Computer Architecture,security,higherstudies,Cloud Services,no,no,Self help,salary,stubborn,salary,hard worker,yes,CRM Business Analyst
78,4,9,5,5,2,no,yes,yes,hadoop,hacking,no,yes,medium,medium,data engineering,system developer,job,SAaS services,yes,yes,Childrens,Work,gentle,work,hard worker,yes,Data Architect
86,12,3,6,5,6,no,no,yes,r programming,game development,no,yes,medium,excellent,parallel computing,cloud computing,job,Testing and Maintainance Services,yes,yes,Health,salary,stubborn,salary,smart worker,no,Information Technology Manager
94,8,6,3,7,7,no,yes,yes,machine learning,system designing,yes,no,medium,medium,Management,testing,job,Testing and Maintainance Services,yes,yes,Health,salary,gentle,salary,smart worker,no,Information Technology Auditor
75,5,4,6,2,1,yes,no,no,python,data science,yes,yes,poor,excellent,parallel computing,testing,higherstudies,Service Based,no,yes,Horror,salary,gentle,work,hard worker,yes,Network Security Engineer
91,8,2,2,5,4,yes,no,yes,shell programming,data science,yes,no,poor,poor,Software Engineering,system developer,higherstudies,Cloud Services,no,yes,Poetry,Work,stubborn,salary,smart worker,yes,Software Systems Engineer
89,4,1,5,2,7,no,yes,yes,python,database security,yes,yes,medium,excellent,programming,security,higherstudies,Web Services,yes,no,Journals,salary,stubborn,salary,hard worker,no,Web Developer
83,12,5,5,6,8,yes,no,yes,machine learning,data science,yes,no,poor,excellent,Computer Architecture,system developer,job,Sales and Marketing,no,no,History,salary,gentle,salary,smart worker,no,Software Developer
77,7,4,3,7,9,no,yes,yes,full stack,web technologies,no,no,poor,excellent,programming,testing,job,Sales and Marketing,no,no,Satire,Work,stubborn,work,smart worker,no,Design & UX
66,5,3,6,6,5,yes,yes,yes,python,database security,yes,yes,poor,medium,cloud computing,security,job,product development,yes,no,Self help,Work,gentle,salary,smart worker,yes,Information Technology Manager
81,12,9,1,4,8,no,yes,yes,python,system designing,no,no,excellent,medium,hacking,cloud computing,higherstudies,product development,yes,no,Science fiction,salary,stubborn,salary,hard worker,no,CRM Business Analyst
78,11,4,6,4,3,yes,yes,no,hadoop,testing,yes,yes,poor,medium,cloud computing,Business process analyst,job,Testing and Maintainance Services,yes,no,Anthology,Work,gentle,salary,smart worker,no,Applications Developer
71,10,6,4,5,3,no,yes,no,app development,game development,yes,yes,poor,excellent,IOT,system developer,higherstudies,SAaS services,no,yes,Romance,salary,stubborn,work,smart worker,no,Quality Assurance Associate
69,5,9,6,7,8,yes,yes,no,app development,web technologies,no,yes,poor,medium,networks,security,higherstudies,Product based,yes,no,Drama,salary,stubborn,work,smart worker,no,Network Engineer
65,4,2,6,4,8,yes,no,yes,full stack,database security,no,yes,poor,medium,Computer Architecture,security,job,BPA,no,no,Cookbooks,Work,stubborn,work,smart worker,no,Applications Developer
90,9,6,1,6,6,no,yes,yes,python,hacking,no,no,poor,excellent,networks,cloud computing,higherstudies,Cloud Services,no,yes,Health,Work,gentle,work,smart worker,yes,Business Systems Analyst
87,6,9,0,9,7,no,yes,yes,machine learning,testing,yes,no,medium,medium,Software Engineering,testing,higherstudies,Finance,yes,yes,Self help,salary,gentle,salary,smart worker,yes,Project Manager
86,12,5,0,6,5,no,yes,yes,r programming,system designing,no,yes,poor,poor,Computer Architecture,Business process analyst,job,Web Services,yes,yes,Horror,Work,stubborn,salary,hard worker,yes,CRM Business Analyst
72,10,8,4,4,3,yes,no,yes,r programming,system designing,yes,yes,excellent,medium,data engineering,testing,job,Sales and Marketing,yes,yes,Health,Work,stubborn,work,hard worker,no,Technical Services/Help Desk/Tech Support
87,10,1,6,4,4,no,yes,yes,hadoop,game development,no,yes,poor,medium,parallel computing,security,job,SAaS services,yes,no,Dictionaries,Work,stubborn,work,smart worker,yes,CRM Technical Developer
66,9,9,6,2,4,yes,no,no,full stack,testing,no,no,poor,excellent,data engineering,cloud computing,job,Sales and Marketing,yes,no,Childrens,salary,gentle,work,smart worker,no,Technical Support
72,12,5,2,8,1,no,no,no,hadoop,data science,yes,no,excellent,excellent,Computer Architecture,developer,job,product development,yes,no,Math,salary,stubborn,work,smart worker,yes,Technical Support
71,9,8,2,8,9,yes,yes,yes,r programming,system designing,no,yes,poor,medium,parallel computing,testing,job,Web Services,yes,no,Romance,Work,stubborn,salary,hard worker,yes,Network Security Administrator
79,8,8,1,7,8,yes,yes,yes,python,system designing,no,no,excellent,medium,programming,security,higherstudies,Finance,yes,yes,Math,Work,gentle,salary,hard worker,yes,Technical Engineer
93,7,5,4,7,7,yes,no,no,distro making,hacking,no,no,excellent,medium,IOT,cloud computing,job,SAaS services,yes,no,Poetry,Work,gentle,salary,smart worker,yes,CRM Business Analyst
65,11,5,5,9,1,yes,yes,yes,shell programming,web technologies,yes,yes,excellent,medium,data engineering,developer,job,product development,yes,no,Prayer books,salary,stubborn,salary,hard worker,no,Web Developer
91,6,3,0,3,3,no,yes,no,full stack,database security,yes,no,medium,medium,data engineering,security,job,Service Based,yes,no,Prayer books,Work,stubborn,work,hard worker,yes,Software Systems Engineer
79,9,8,1,9,7,yes,yes,no,shell programming,testing,yes,no,excellent,poor,cloud computing,developer,job,Service Based,yes,yes,Religion-Spirituality,salary,stubborn,work,hard worker,yes,Systems Security Administrator
93,6,2,2,1,8,no,yes,yes,shell programming,web technologies,no,yes,poor,poor,parallel computing,developer,job,Finance,no,yes,Cookbooks,salary,gentle,salary,hard worker,yes,Programmer Analyst
62,11,1,4,6,5,yes,yes,no,shell programming,hacking,no,yes,poor,excellent,Computer Architecture,testing,job,Cloud Services,no,no,Romance,Work,gentle,salary,hard worker,yes,Business Systems Analyst
77,6,2,6,9,6,yes,no,yes,shell programming,system designing,no,yes,excellent,poor,networks,testing,higherstudies,Service Based,yes,yes,Poetry,salary,stubborn,salary,smart worker,yes,UX Designer
69,11,9,2,3,4,yes,no,yes,r programming,data science,no,no,excellent,medium,networks,security,higherstudies,Product based,yes,no,Health,Work,stubborn,salary,smart worker,yes,Database Developer
68,11,8,3,9,8,yes,yes,yes,full stack,database security,no,yes,excellent,medium,hacking,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Self help,Work,stubborn,salary,smart worker,yes,Database Manager
86,11,4,2,9,7,yes,yes,no,app development,data science,no,yes,medium,excellent,IOT,security,job,Cloud Services,no,yes,Childrens,salary,gentle,salary,smart worker,no,Software Engineer
75,4,5,0,3,9,no,yes,no,python,system designing,yes,yes,poor,medium,networks,cloud computing,higherstudies,Service Based,no,no,Biographies,salary,stubborn,work,smart worker,yes,Network Security Administrator
85,7,7,5,9,1,no,yes,yes,r programming,hacking,no,no,poor,poor,Computer Architecture,testing,higherstudies,Finance,no,no,Diaries,Work,gentle,work,hard worker,no,Technical Support
82,7,9,1,2,3,yes,no,no,distro making,database security,no,yes,excellent,medium,Computer Architecture,security,higherstudies,Cloud Services,yes,no,Drama,Work,gentle,salary,hard worker,yes,Network Engineer
80,11,9,6,8,6,no,no,no,r programming,database security,no,yes,medium,excellent,parallel computing,testing,job,Cloud Services,yes,no,Prayer books,Work,stubborn,salary,smart worker,yes,Network Engineer
80,10,9,2,4,1,no,no,yes,hadoop,database security,no,yes,excellent,poor,data engineering,Business process analyst,higherstudies,Service Based,no,yes,Science,salary,stubborn,salary,smart worker,yes,Project Manager
68,4,5,2,2,1,yes,no,no,hadoop,testing,yes,no,excellent,excellent,data engineering,cloud computing,job,Product based,no,no,Biographies,salary,gentle,salary,hard worker,yes,Software Systems Engineer
73,12,8,3,7,5,no,yes,yes,app development,hacking,yes,yes,medium,medium,programming,system developer,higherstudies,BPA,yes,no,Romance,Work,stubborn,salary,hard worker,yes,Solutions Architect
88,6,7,3,5,5,yes,yes,no,hadoop,cloud computing,no,yes,medium,excellent,programming,cloud computing,higherstudies,Web Services,yes,yes,Science,Work,stubborn,salary,hard worker,no,Information Technology Manager
94,9,9,5,7,6,yes,no,no,full stack,web technologies,yes,yes,poor,poor,cloud computing,security,higherstudies,Service Based,no,no,Math,Work,gentle,work,hard worker,yes,Systems Security Administrator
78,12,3,0,5,5,yes,no,no,app development,system designing,yes,no,excellent,poor,cloud computing,security,higherstudies,Cloud Services,yes,no,Fantasy,Work,stubborn,work,hard worker,yes,Database Manager
91,8,2,1,6,2,yes,yes,yes,distro making,testing,yes,yes,medium,medium,networks,cloud computing,job,Service Based,yes,yes,Diaries,Work,stubborn,salary,smart worker,yes,CRM Business Analyst
72,5,2,5,6,4,yes,yes,no,python,system designing,no,yes,poor,medium,IOT,developer,job,Testing and Maintainance Services,yes,yes,Satire,Work,stubborn,work,smart worker,no,Technical Services/Help Desk/Tech Support
60,12,1,5,1,9,no,yes,no,distro making,hacking,yes,yes,excellent,medium,data engineering,system developer,higherstudies,BPA,yes,no,Cookbooks,Work,gentle,work,hard worker,no,Systems Analyst
77,8,3,2,7,6,yes,no,yes,hadoop,cloud computing,no,no,medium,poor,cloud computing,system developer,job,Product based,yes,no,Drama,Work,stubborn,work,hard worker,no,Network Engineer
60,7,6,0,7,8,yes,yes,no,hadoop,cloud computing,no,yes,poor,poor,Software Engineering,security,higherstudies,Testing and Maintainance Services,no,no,Childrens,Work,stubborn,work,hard worker,no,Solutions Architect
63,9,2,6,7,4,no,no,yes,information security,testing,no,no,excellent,excellent,data engineering,Business process analyst,job,Product based,no,no,Religion-Spirituality,salary,gentle,work,smart worker,yes,CRM Technical Developer
87,4,7,1,9,7,no,no,no,python,hacking,no,yes,excellent,medium,networks,testing,job,Service Based,no,no,Anthology,Work,stubborn,work,smart worker,yes,Database Administrator
63,12,2,3,7,4,no,no,no,app development,system designing,yes,no,excellent,medium,programming,developer,job,Sales and Marketing,no,yes,Self help,Work,gentle,salary,hard worker,yes,UX Designer
65,6,2,4,8,3,no,yes,yes,shell programming,data science,yes,no,medium,poor,IOT,security,higherstudies,BPA,yes,no,Art,salary,gentle,work,smart worker,no,E-Commerce Analyst
84,11,2,5,7,6,no,no,no,r programming,game development,no,no,medium,poor,parallel computing,testing,job,Service Based,yes,no,Autobiographies,salary,stubborn,work,smart worker,yes,Software Systems Engineer
86,9,1,2,7,1,yes,yes,yes,r programming,system designing,no,yes,excellent,medium,Software Engineering,developer,higherstudies,BPA,yes,no,Horror,Work,stubborn,work,hard worker,yes,Network Security Engineer
90,11,6,2,4,7,yes,no,yes,distro making,database security,yes,yes,poor,medium,hacking,developer,job,Cloud Services,yes,yes,Self help,Work,gentle,salary,hard worker,no,Project Manager
77,10,3,4,8,7,no,yes,yes,r programming,data science,no,yes,poor,excellent,data engineering,developer,higherstudies,Service Based,yes,yes,Self help,salary,stubborn,salary,hard worker,yes,UX Designer
62,6,1,0,4,6,no,yes,no,distro making,hacking,yes,no,poor,excellent,Management,developer,job,Product based,no,yes,Math,salary,gentle,work,smart worker,no,Technical Engineer
79,8,7,2,3,4,yes,yes,no,r programming,web technologies,no,yes,medium,poor,networks,testing,job,Product based,yes,yes,Prayer books,Work,stubborn,work,hard worker,no,Business Systems Analyst
85,7,7,2,4,7,yes,no,no,python,game development,yes,no,poor,excellent,Computer Architecture,security,job,BPA,no,no,Dictionaries,salary,gentle,work,hard worker,yes,Database Administrator
79,4,2,1,5,3,yes,no,no,hadoop,hacking,no,yes,medium,excellent,IOT,security,job,Web Services,no,no,Childrens,salary,stubborn,work,smart worker,yes,Mobile Applications Developer
66,12,2,3,4,8,no,no,yes,python,database security,yes,yes,medium,medium,Computer Architecture,security,higherstudies,Testing and Maintainance Services,yes,yes,Biographies,salary,gentle,salary,hard worker,no,Systems Security Administrator
87,10,7,3,5,8,no,no,no,shell programming,data science,no,no,medium,excellent,hacking,Business process analyst,higherstudies,Service Based,yes,no,Biographies,salary,gentle,salary,hard worker,yes,Programmer Analyst
74,10,3,0,8,8,yes,no,no,shell programming,data science,no,no,excellent,medium,networks,security,higherstudies,Web Services,yes,yes,Self help,salary,gentle,salary,hard worker,yes,Network Security Administrator
62,8,1,1,4,6,yes,yes,no,r programming,cloud computing,no,no,medium,medium,Management,cloud computing,higherstudies,Cloud Services,yes,yes,Self help,Work,gentle,salary,hard worker,no,Portal Administrator
88,7,7,0,9,6,no,no,yes,python,cloud computing,no,no,poor,excellent,programming,system developer,job,Finance,yes,no,Fantasy,Work,gentle,salary,smart worker,no,Data Architect
79,4,7,5,9,9,yes,no,yes,shell programming,data science,yes,yes,medium,medium,networks,security,higherstudies,Testing and Maintainance Services,yes,no,Dictionaries,salary,gentle,salary,hard worker,yes,Software Developer
62,4,4,5,7,6,no,yes,no,app development,hacking,no,yes,poor,medium,parallel computing,Business process analyst,higherstudies,Product based,no,no,Drama,salary,stubborn,salary,smart worker,yes,Software Systems Engineer
70,5,5,0,3,7,no,yes,yes,app development,data science,no,no,excellent,poor,IOT,security,higherstudies,product development,no,no,Science,Work,gentle,work,hard worker,no,E-Commerce Analyst
86,10,1,4,1,8,no,no,no,python,web technologies,no,no,excellent,poor,networks,testing,job,Service Based,no,no,Cookbooks,Work,gentle,salary,smart worker,no,Data Architect
84,5,7,1,5,4,no,yes,no,information security,database security,yes,no,excellent,excellent,networks,cloud computing,job,product development,no,yes,Cookbooks,salary,gentle,salary,smart worker,no,Systems Security Administrator
90,5,8,6,7,2,yes,yes,no,python,system designing,yes,yes,poor,excellent,Management,cloud computing,job,Service Based,no,yes,Comics,Work,gentle,work,hard worker,yes,Systems Analyst
75,8,1,5,1,5,no,no,yes,information security,web technologies,yes,no,medium,poor,cloud computing,security,higherstudies,Finance,yes,yes,Journals,salary,gentle,work,smart worker,yes,Applications Developer
94,10,8,1,7,4,no,yes,no,python,database security,no,no,medium,medium,networks,testing,job,product development,yes,no,Romance,salary,gentle,salary,smart worker,no,Network Security Engineer
66,7,4,1,1,6,no,yes,yes,distro making,system designing,no,yes,poor,poor,parallel computing,cloud computing,job,Web Services,yes,yes,Autobiographies,Work,gentle,salary,smart worker,yes,Design & UX
72,4,3,1,6,7,no,yes,no,full stack,cloud computing,yes,yes,medium,poor,IOT,cloud computing,higherstudies,Service Based,no,yes,Childrens,Work,gentle,salary,hard worker,yes,Software Engineer
94,11,7,2,5,4,yes,no,no,python,system designing,yes,yes,excellent,poor,IOT,system developer,higherstudies,Cloud Services,no,no,History,Work,stubborn,work,smart worker,no,Software Developer
77,11,6,4,7,8,no,no,yes,information security,data science,yes,no,poor,medium,programming,developer,job,Cloud Services,no,no,Encyclopedias,salary,stubborn,salary,smart worker,yes,Web Developer
75,11,4,5,6,6,yes,yes,yes,python,web technologies,no,no,poor,poor,cloud computing,cloud computing,job,Cloud Services,no,yes,Self help,Work,stubborn,work,hard worker,yes,Software Engineer
72,11,3,1,6,9,no,no,no,shell programming,testing,yes,yes,medium,medium,data engineering,system developer,higherstudies,Cloud Services,no,yes,Horror,salary,stubborn,work,smart worker,yes,Network Engineer
94,11,7,1,1,6,yes,no,no,full stack,cloud computing,no,yes,excellent,poor,data engineering,developer,higherstudies,Product based,no,yes,Journals,Work,stubborn,salary,hard worker,no,Quality Assurance Associate
86,11,4,5,4,4,yes,no,no,app development,system designing,no,yes,medium,excellent,IOT,testing,higherstudies,Cloud Services,yes,yes,Art,salary,stubborn,salary,hard worker,yes,Software Engineer
70,4,2,2,7,7,yes,yes,yes,hadoop,game development,yes,no,excellent,medium,parallel computing,security,job,SAaS services,yes,yes,Childrens,salary,gentle,salary,smart worker,no,Software Engineer
77,4,6,6,8,8,yes,yes,yes,app development,database security,yes,yes,excellent,excellent,programming,system developer,job,Web Services,no,yes,Self help,salary,stubborn,work,smart worker,yes,Technical Support
62,4,2,3,8,8,yes,no,no,machine learning,web technologies,no,no,medium,excellent,programming,developer,higherstudies,product development,no,yes,Poetry,salary,stubborn,salary,smart worker,no,Information Security Analyst
67,9,1,0,6,5,yes,yes,yes,distro making,cloud computing,no,yes,excellent,poor,Software Engineering,developer,job,Testing and Maintainance Services,no,no,Trilogy,salary,stubborn,salary,smart worker,no,Systems Security Administrator
68,5,9,0,7,6,yes,yes,no,full stack,system designing,yes,no,poor,excellent,parallel computing,cloud computing,higherstudies,SAaS services,yes,yes,Romance,Work,stubborn,salary,smart worker,yes,Design & UX
72,10,7,1,5,9,no,yes,no,python,web technologies,no,yes,medium,medium,programming,developer,job,product development,no,no,Romance,Work,gentle,salary,hard worker,yes,Information Technology Auditor
91,8,1,5,7,8,no,no,no,shell programming,database security,no,no,poor,excellent,programming,security,higherstudies,Finance,no,yes,Anthology,salary,stubborn,work,hard worker,yes,Network Engineer
86,11,4,5,8,6,no,yes,yes,r programming,hacking,yes,yes,medium,poor,parallel computing,system developer,higherstudies,SAaS services,yes,yes,Biographies,salary,stubborn,salary,smart worker,no,Database Manager
73,5,7,1,1,3,yes,no,no,shell programming,web technologies,no,yes,medium,medium,Software Engineering,cloud computing,job,Web Services,yes,yes,Prayer books,Work,stubborn,work,smart worker,yes,Software Systems Engineer
85,11,7,3,9,5,no,yes,yes,python,data science,no,yes,medium,medium,Computer Architecture,cloud computing,job,Testing and Maintainance Services,yes,no,Satire,salary,gentle,salary,hard worker,no,Systems Security Administrator
88,12,7,1,9,7,yes,no,no,python,web technologies,no,no,medium,excellent,Software Engineering,developer,job,Web Services,no,yes,Dictionaries,salary,stubborn,salary,hard worker,yes,Information Technology Auditor
88,8,8,6,3,8,no,yes,yes,app development,game development,no,yes,medium,medium,Computer Architecture,security,job,SAaS services,no,no,Prayer books,Work,gentle,salary,hard worker,yes,Web Developer
71,5,4,5,2,1,yes,yes,no,shell programming,cloud computing,yes,yes,excellent,medium,data engineering,cloud computing,job,Finance,no,no,Self help,Work,stubborn,salary,smart worker,no,Database Administrator
79,10,9,1,4,3,yes,no,yes,machine learning,testing,no,yes,poor,medium,hacking,developer,job,Product based,no,no,Journals,salary,stubborn,salary,smart worker,yes,Database Manager
64,9,4,2,3,5,no,yes,yes,shell programming,game development,yes,no,medium,poor,hacking,system developer,higherstudies,Web Services,no,no,Science,salary,stubborn,salary,smart worker,yes,Business Intelligence Analyst
60,7,6,3,8,8,no,no,no,information security,database security,no,yes,poor,poor,Management,Business process analyst,job,Finance,yes,no,Comics,salary,gentle,salary,hard worker,no,Systems Security Administrator
68,5,8,4,4,9,yes,yes,yes,shell programming,database security,no,no,poor,poor,Software Engineering,developer,higherstudies,Web Services,yes,no,Self help,Work,stubborn,salary,hard worker,yes,Software Quality Assurance (QA) / Testing
71,8,1,0,9,8,no,no,yes,app development,testing,yes,no,excellent,poor,data engineering,security,job,Product based,yes,no,Travel,Work,stubborn,work,hard worker,no,Business Systems Analyst
86,11,5,6,4,2,no,no,yes,hadoop,testing,no,no,excellent,poor,Software Engineering,testing,higherstudies,SAaS services,no,yes,Mystery,salary,gentle,salary,hard worker,yes,Information Technology Manager
82,6,5,3,6,5,yes,yes,yes,information security,testing,yes,yes,poor,excellent,parallel computing,Business process analyst,job,Cloud Services,yes,yes,Health,salary,gentle,work,smart worker,yes,Technical Services/Help Desk/Tech Support
72,11,2,5,7,1,yes,yes,yes,machine learning,testing,no,yes,poor,poor,Software Engineering,system developer,higherstudies,Sales and Marketing,yes,yes,Guide,salary,stubborn,work,hard worker,yes,Systems Analyst
90,4,3,6,9,5,no,no,yes,shell programming,testing,yes,no,medium,medium,programming,testing,higherstudies,Service Based,no,yes,Satire,salary,gentle,salary,hard worker,yes,Software Engineer
81,11,8,2,5,2,no,no,yes,information security,system designing,no,no,excellent,poor,hacking,Business process analyst,job,Testing and Maintainance Services,no,no,Guide,Work,gentle,salary,smart worker,no,Portal Administrator
67,12,9,0,3,2,no,no,no,full stack,data science,no,yes,medium,medium,data engineering,system developer,higherstudies,Service Based,no,yes,Autobiographies,Work,gentle,salary,hard worker,no,Project Manager
62,8,5,4,5,5,no,no,yes,full stack,game development,no,no,medium,excellent,Management,developer,job,product development,yes,no,Religion-Spirituality,salary,stubborn,salary,hard worker,no,Data Architect
81,9,7,0,6,8,yes,no,no,full stack,testing,yes,yes,poor,poor,hacking,security,higherstudies,Finance,yes,yes,Science,Work,gentle,work,smart worker,no,Software Developer
84,6,7,1,8,3,no,no,no,r programming,database security,yes,no,excellent,excellent,Computer Architecture,developer,job,Finance,no,yes,Horror,Work,gentle,salary,smart worker,no,Solutions Architect
78,9,5,3,7,7,yes,no,yes,full stack,testing,no,no,poor,poor,parallel computing,Business process analyst,higherstudies,Finance,yes,no,History,Work,gentle,work,smart worker,yes,Network Security Engineer
67,7,4,1,7,3,no,no,yes,information security,cloud computing,no,no,medium,poor,networks,system developer,higherstudies,BPA,yes,yes,Mystery,salary,stubborn,salary,hard worker,yes,Technical Support
71,4,9,6,9,8,no,no,no,hadoop,data science,yes,yes,excellent,medium,hacking,developer,higherstudies,Testing and Maintainance Services,no,no,Autobiographies,salary,gentle,salary,hard worker,no,Solutions Architect
78,12,9,5,1,1,no,yes,no,hadoop,hacking,yes,yes,excellent,poor,Computer Architecture,Business process analyst,job,BPA,yes,no,Mystery,Work,stubborn,work,hard worker,no,Data Architect
91,4,3,6,7,1,yes,no,no,shell programming,system designing,yes,no,poor,medium,cloud computing,developer,job,SAaS services,yes,no,Horror,Work,gentle,work,smart worker,yes,CRM Business Analyst
70,12,5,3,8,1,no,no,no,full stack,game development,yes,yes,poor,medium,networks,testing,job,Cloud Services,no,yes,Dictionaries,Work,stubborn,salary,smart worker,yes,Systems Analyst
62,8,5,1,7,6,yes,no,no,full stack,cloud computing,yes,no,poor,excellent,data engineering,cloud computing,job,Sales and Marketing,yes,yes,Anthology,salary,stubborn,salary,smart worker,no,CRM Technical Developer
80,6,9,2,9,3,no,yes,no,shell programming,testing,no,no,poor,poor,Computer Architecture,security,job,Cloud Services,no,yes,Mystery,salary,gentle,salary,smart worker,yes,Software Developer
80,4,4,3,6,4,yes,yes,yes,python,data science,no,no,medium,medium,Computer Architecture,Business process analyst,higherstudies,Sales and Marketing,no,no,Self help,Work,gentle,work,smart worker,no,Solutions Architect
92,9,4,1,2,4,yes,yes,yes,python,hacking,no,no,medium,medium,Computer Architecture,testing,higherstudies,Product based,yes,no,Guide,salary,stubborn,salary,hard worker,no,Business Intelligence Analyst
81,10,1,3,1,1,yes,no,no,shell programming,data science,yes,yes,excellent,excellent,cloud computing,developer,job,Service Based,yes,yes,Trilogy,salary,gentle,salary,hard worker,yes,Network Security Engineer
82,9,3,0,2,9,no,no,yes,distro making,web technologies,no,yes,excellent,excellent,cloud computing,security,higherstudies,product development,no,no,Health,salary,gentle,salary,smart worker,yes,Network Security Administrator
74,8,3,4,3,1,yes,yes,yes,shell programming,game development,yes,no,medium,excellent,networks,developer,job,Finance,yes,no,Drama,Work,stubborn,work,smart worker,yes,Software Quality Assurance (QA) / Testing
77,4,7,2,2,8,yes,no,yes,shell programming,game development,yes,yes,medium,medium,data engineering,Business process analyst,higherstudies,BPA,yes,no,Childrens,Work,gentle,work,smart worker,no,Software Developer
80,5,5,6,3,7,yes,no,yes,python,hacking,yes,no,medium,excellent,Software Engineering,developer,higherstudies,Sales and Marketing,yes,no,Anthology,Work,gentle,salary,smart worker,no,Software Systems Engineer
69,11,4,4,3,5,yes,yes,yes,hadoop,data science,yes,yes,medium,medium,Computer Architecture,developer,job,Product based,no,yes,Horror,salary,stubborn,work,hard worker,yes,Web Developer
81,6,7,4,6,7,yes,yes,yes,python,web technologies,no,yes,excellent,excellent,programming,developer,higherstudies,Product based,no,yes,Anthology,Work,stubborn,work,hard worker,no,Database Developer
